OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
378,B16281,3EA,0.9958,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,MHD,42,22,27.27120018,71,4,18.426,11,3,68700,124,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
379,B16281,3EB,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,MHD,42,22,33.64680099,71,4,26.5224,11,3,68700,198.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
380,B16259,3EC,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,MHD,42,19,16.65839958,71,3,14.0544,11,8,183000,466.6,33.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
381,B16281,3ED,0.9846,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,MHD,42,22,53.13359833,71,4,37.902,11,3,68700,167.6,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
382,B16281,3EE,0.9888,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,MHD,42,22,56.34479904,71,4,37.5456,11,3,68700,134.7,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
383,B16281,3EG,0.7565,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,MHD,42,22,58.47600174,71,4,37.47,11,4,74000,370,21.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
384,B16259,3EH,0.7128,OTHER RELIEF,I  93 SB ON RAMP,NBI,MHD,42,19,12,71,3,12,12,1,12200,156.1,8.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
385,B16259,3EJ,0.7466,COMB  RED LINE & RELIEF,I  93 NB OFF RAMP,NBI,MHD,42,19,12,71,3,12,12,1,12900,125,8.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
386,B16176,3EV,0.965,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,55.46760178,71,5,35.2896,14,4,25400,17.7,24.7,8,TRUE,0,0,0,FALSE,Boston,MAPC
387,B16176,3EW,0.8135,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,56.73839951,71,5,35.3472,14,3,27300,17.7,21.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
388,C01001,3F1,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,MHD,42,22,5.915999889,71,4,27.6348,14,6,40100,39.9,18.5,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
389,B16222,3F3,0.9008,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,MHD,42,19,54.8832016,71,6,47.952,14,4,57300,36.6,21.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
390,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,MHD,42,15,7.909200191,70,59,24.5472,14,4,31200,16.3,89.9,N,TRUE,0,0,0,FALSE,Quincy,MAPC
391,M12044,3FC,0.3344,I  93,I  93 RP TO I93 NB,NBI,MHD,42,24,5.223599911,71,5,43.6344,16,1,15100,63.1,8.8,6,TRUE,0,0,0,FALSE,Medford,MAPC
392,C01012,3FU,0.9938,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,MHD,42,23,18.04920006,71,7,12.378,14,4,30100,11.4,28.7,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
393,C01014,3FV,0.5002,RR    BMRR,HWY   MT AUBURN ST,634,MHD,42,22,28.09199905,71,9,1.8144,14,5,38200,13.1,48.5,5,TRUE,0,0,0,FALSE,Cambridge,MAPC
394,E12001,3GH,0.7648,RR    MBTA/BMRR/CSX,ST 99 SB/MAIN ST,634,MHD,42,24,6.102000237,71,3,37.5984,14,2,31200,39.3,15.5,5,TRUE,0,0,0,FALSE,Everett,MAPC
395,E12007,3GK,0.7486,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,MHD,42,24,5.914800167,71,3,40.8024,14,2,22300,33.8,15.5,5,TRUE,0,0,0,FALSE,Everett,MAPC
396,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST,634,MHD,42,23,7.400400162,71,4,37.542,14,5,75400,47.2,25.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
397,B16163,3H2,0.8162,RR    MBTA,HWY   MORTON ST,634,MHD,42,16,51.61439896,71,5,9.0636,14,4,41300,23.5,23.7,5,TRUE,0,0,0,TRUE,Boston,MAPC
398,B16165,3H3,0.509,RR    MBTA,HWY   BLUE HILL AV,634,MHD,42,16,22.56959915,71,5,38.6916,14,5,42000,43.9,36.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
399,A10011,AE2,1,COMB  MNUTMN BP & RED LN,ST  2,NBI,MHD,42,23,53.25,71,8,39.17,14,4,75700,38.02,26.48,8,TRUE,0,0,0,FALSE,Arlington,MAPC
400,W43047,AFV,1,I 93,I  93 NB ON RAMP,NBI,MHD,42,31,15.60000038,71,8,60,19,1,7500,360.8,7.8,7,TRUE,0,0,0,FALSE,Woburn,MAPC
401,W43048,AGB,1,I  93 & NB ON RAMP,I  93 OFF RAMP,NBI,MHD,42,31,12.60000038,71,7,58.8,19,1,12900,488.8,7.8,7,TRUE,0,0,0,FALSE,Woburn,MAPC
402,P03010,AF9,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,MHD,42,32,6.079999924,70,55,50.73,14,4,45000,16.9,17.2,7,TRUE,0,0,0,FALSE,Peabody,MAPC
403,B16392,82F,0.777777778,RR    MBTA,US  1 RAMP TC,NBI,MHS,42,22,17.23999977,71,4,10.65,11,2,174630,118,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
404,B11004,2TN,0.9866,WATER DANVERS RIVER,ST  1 A/CABOT ST,NBI,MHD,42,32,20.8355999,70,53,15.3924,14,4,32000,680.6,27,7,TRUE,0,0,0,FALSE,Beverly,MAPC
405,B16031,389,0.9856,WATER FORT POINT CHANNEL,HWY   SUMMER ST,NBI,MUN,42,21,3.365999937,71,3,8.1072,14,4,26000,153,30.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
406,B16603,8DE,-1,TR    ORANGE LINE,I  93 RAMP SACN,NBI,MHS,42,22,13.85999966,71,3,53.4,11,2,0,167.2,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
407,B16603,8DF,-1,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,MHS,42,22,13.85999966,71,3,53.4,11,2,0,313.7,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
408,B16392,8DG,0.740740741,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,MHS,42,22,19.54999924,71,4,7.58,11,2,174630,146.5,14.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
409,B16392,8QG,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,14.27999973,71,4,8.7,11,2,174630,103.6,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
410,B16661,8QX,0.777777778,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,MHS,4,20,43.63999939,71,3,35.98,11,3,86280,200.2,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
411,B16661,8QY,0.777777778,HWY   BROADWAY,I  93 NB,NBI,MHS,42,20,37.83000183,71,3,40.29,11,3,58980,203.2,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
412,B16661,8R0,0.777777778,HWY   W FOURTH ST,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,0,0,188,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
413,B16281,8R8,0.9332,HWY   CONNECTORS D & K,I  93 BT SB4-N ABT,NBI,MHD,42,22,51.38999939,71,4,36.71,11,4,145000,111.5,21.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
414,N03021,8RG,1,WATER LAKE COCHITUATE,ST  9 WORCESTER ST,NBI,MHD,42,17,55.52999878,71,22,19.1,14,4,63000,16.3,27.5,9,TRUE,0,0,0,FALSE,Natick,MAPC
415,B16223,AWQ,0.9945,WATER FORT POINT CHANNEL,HWY   SEAPORT BLVD,NBI,MUN,42,21,16.14999962,71,3,0.24,14,6,27000,243.5,29.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
416,B16392,8XU,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,11.61999989,71,4,2.26,11,2,174630,171.3,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
417,B16392,8XW,0.740740741,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,MHS,42,22,11.88000011,71,3,56.4,11,3,174630,135,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
418,B16229,8XX,0.9632,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,MDC,42,19,0,71,6,48,14,4,50000,92.7,23.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
419,B16611,8XY,0.814814815,OTHER RELIEF,US  1 RAMP ST,NBI,MHS,42,22,18.65999985,71,4,11.94,11,1,0,177.4,7.6,8,TRUE,0,0,0,FALSE,Boston,MAPC
420,B16611,8Y3,0.851851852,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,MHS,42,22,19.68000031,71,4,9.24,11,1,0,212.4,8.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
421,B16573,8Y4,0.925925926,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,26.15999985,71,4,18.18,11,2,0,105.2,17.5,8,TRUE,0,0,0,FALSE,Boston,MAPC
422,B16610,8Y6,0.814814815,COMB  I93 RPS NS SN&MBTA,US  1 RAMP CT,NBI,MHS,42,22,11.32999992,71,4,2.32,11,2,174630,250.9,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
423,B16610,8YC,0.851851852,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,13.19999981,71,4,7.7,11,2,174630,137.2,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
424,B16610,8YF,0.777777778,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,MHS,42,22,19.95000076,71,4,4.56,11,2,174630,209.8,12.19,8,TRUE,0,0,0,FALSE,Boston,MAPC
425,C01049,8YH,0.814814815,US  1 RAMP LC,I  93 RAMP TS,NBI,MHS,42,22,17.5,71,4,2.4,11,1,0,237.2,7.9,8,TRUE,0,0,0,FALSE,Cambridge,MAPC
426,B16575,8YJ,0.814814815,OTHER RELIEF,I  93 RAMP SN,NBI,MHS,42,22,21.87000084,71,4,8.67,11,1,0,38.1,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
427,B16607,8YK,0.888888889,US  1 RAMP CT,I  93 RAMP SN,NBI,MHS,42,22,19.97999954,71,4,5.07,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
428,B16607,8YL,0.888888889,US  1 RAMP TC,I  93 RAMP SN,NBI,MHS,42,22,17.67000008,71,4,2.06,11,2,174630,90.8,10.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
429,B16607,8YP,0.814814815,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,MHS,42,22,11.64220047,71,3,55.49,11,2,174630,238.9,11,8,TRUE,0,0,0,FALSE,Boston,MAPC
430,B16574,8YQ,0.888888889,OTHER RELIEF,I  93 RAMP NS,NBI,MHS,42,22,19.77000046,71,4,6.54,11,1,0,12.5,8.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
431,B16606,8YR,0.851851852,US  1 RAMP TC,I  93 RAMP NS,NBI,MHS,42,22,17.02000046,71,4,2.85,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
432,B16606,8YU,0.814814815,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,MHS,42,22,11.32999992,71,3,55.98,11,1,174630,235.9,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
433,B16601,8YV,0.777777778,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,MHS,42,22,23.42000008,71,4,10.05,11,3,174630,162.5,20.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
434,B16601,8YW,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,22,18.04000092,71,4,1.62,11,3,174630,254.2,20.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
435,B16601,8YX,0.777777778,COMB  RAMP LT& MILLERS R,I  93 SB,NBI,MHS,42,22,13.11999989,71,3,54.79,11,5,174630,217.8,20.4,7,TRUE,0,0,0,FALSE,Boston,MAPC
436,B16600,8YY,0.814814815,COMB  AUSTIN ST &ORNG LN,I  93 NB,NBI,MHS,42,22,23.54000092,71,4,9.94,11,3,174630,162.3,21.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
437,B16600,900,0.777777778,I  93 SB,I  93 NB,NBI,MHS,42,22,20.31999969,71,4,4.09,11,3,174630,166.7,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
438,B16600,901,0.777777778,I  93 SB & RAMP LT,I  93 NB,NBI,MHS,42,22,13.59000015,71,3,54.09,11,4,174630,309.4,18.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
439,B16584,911,0.777777778,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,MHS,42,20,58.56000137,71,2,57.5,14,4,15480,218.2,30.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
440,B16662,914,0.777777778,OTHER RELIEF,HWY   RAMP K,NBI,MHS,42,20,26.48999977,71,3,44.99,11,2,231860,236.9,9.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
441,B16661,917,0.777777778,HWY   ALBANY ST,I  93 NB,NBI,MHS,42,20,25.43000031,71,3,46.02,11,4,111980,314.8,16.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
442,B16659,91A,0.777777778,HWY   ALBANY ST,HWY   RAMP X/XX,NBI,MHS,42,20,25.32999992,71,3,47.78,11,2,231860,314.8,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
443,B16657,91B,0.777777778,HWY   RAMP K,HWY   FRNT RD NB,NBI,MHS,42,20,6.909999847,71,3,53.88,11,3,231860,99.3,15.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
444,B16656,91C,0.777777778,HWY   ALBANY ST,I  93 SB,NBI,MHS,42,20,46.83000183,71,3,48.45,11,6,119880,314.9,25,7,TRUE,0,0,0,FALSE,Boston,MAPC
445,B16654,91E,0.814814815,OTHER RELIEF,I  93 SB,NBI,MHS,0,0,0,0,0,0,11,7,119880,55.3,25.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
446,B16651,91F,0.814814815,OTHER RELIEF,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,6,111980,57.5,20.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
447,B16649,91G,0.814814815,OTHER RELIEF,HWY   MASS AV CONN,NBI,MHS,0,0,0,0,0,0,1,4,0,63.7,19.4,7,TRUE,0,0,0,FALSE,Boston,MAPC
448,B16409,927,0.740740741,US  1 NB,US  1 SB,NBI,MPA,42,23,1,71,2,9,12,3,45073,216.4,13.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
449,B16643,92A,0.777777778,I  93,HWY   S BOS BPS RD,NBI,MHS,42,20,1.809999943,71,3,51.15,11,0,231860,58.2,21.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
450,S28008,3MM,0.9917,HWY   PAGE ST,ST 24,NBI,MHD,42,8,37.39920044,71,3,59.8212,12,6,101000,20.4,36.1,7,TRUE,0,0,0,FALSE,Stoughton,MAPC/OCPC
451,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,MHD,42,4,43.88880157,71,16,58.4832,14,4,17000,25.9,31.3,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
452,F06003,3PM,0.9964,RR    CSX,US  1 WASHNGTON ST,NBI,MHD,42,5,55.9571991,71,15,48.312,14,5,25100,50.3,31,8,TRUE,0,0,0,FALSE,Foxborough,MAPC
453,N25026,3PN,0.8138,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,MHD,42,10,36.51599884,71,11,32.7084,14,4,34700,19.8,25.8,5,TRUE,0,0,0,FALSE,Norwood,MAPC
454,N25014,3PP,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,MHD,42,12,32.84280014,71,11,6.4212,14,4,37600,7.9,0,N,TRUE,0,0,0,FALSE,Norwood,MAPC
455,S09011,3PQ,0.5503,I  95,US  1 NB/GL EDWRDS,NBI,MHD,42,7,31.86120033,71,13,40.4004,12,2,36000,122.2,12.9,5,TRUE,0,0,0,FALSE,Sharon,MAPC
456,S09010,3PR,0.5688,I  95 NB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,52.02479935,71,13,23.0556,12,2,36000,63.7,12.9,4,TRUE,0,0,0,FALSE,Sharon,MAPC
457,S09009,3PT,0.5568,I  95 SB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,56.12879944,71,13,23.7216,12,2,32000,82.3,12.9,4,TRUE,0,0,0,FALSE,Sharon,MAPC
458,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,MHD,42,9,6.807600021,71,12,34.2324,14,4,38000,6.7,0,N,TRUE,0,0,0,FALSE,Walpole,MAPC
459,F06015,3QK,0.9168,ST106 GREEN ST,I  95 NB,NBI,MHD,42,1,52.05360031,71,15,3.726,11,3,75460,54.9,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
460,F06015,3QL,0.9553,ST106 GREEN ST,I  95 SB,NBI,MHD,42,1,51.29399872,71,15,7.5888,11,3,37500,57.9,17.1,4,TRUE,0,0,0,FALSE,Foxborough,MAPC
461,F06016,3QM,0.6514,ST140 COMMERCIAL ST,I  95 NB,NBI,MHD,42,2,35.86560059,71,14,35.8656,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
462,F06016,3QN,0.6514,ST140 COMMERCIAL ST,I  95 SB,NBI,MHD,42,2,36.37319946,71,14,36.5712,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
463,F06018,3QP,0.9851,HWY   CENTRAL ST,I  95 NB,NBI,MHD,42,3,7.559999943,71,14,16.7856,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
464,F06018,3QQ,0.9555,HWY   CENTRAL ST,I  95 SB,NBI,MHD,42,3,8.09280014,71,14,17.4696,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
465,F06019,3QR,0.9641,RR    CSX,I  95 NB,NBI,MHD,42,3,11.27519989,71,14,14.4168,11,3,45500,13.4,16.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
466,F06019,3QT,0.988,RR    CSX,I  95 SB,NBI,MHD,42,3,11.93039989,71,14,15.036,11,3,45500,13.4,16.2,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
467,F06020,3QU,0.9869,HWY   COCASSET ST,I  95 NB,NBI,MHD,42,3,50.87519836,71,13,50.2032,11,3,45000,49.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
468,F06020,3QV,0.9822,HWY   COCASSET ST,I  95 SB,NBI,MHD,42,3,50.84640121,71,13,51.2508,11,3,45000,49.1,18.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
469,F06021,3QW,0.9627,HWY   OAK ST,I  95 NB,NBI,MHD,42,5,2.673599958,71,13,21.0792,11,3,38500,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
470,F06022,3QX,0.9412,HWY   OAK ST,I  95 SB,NBI,MHD,42,5,3.447599888,71,13,22.0368,11,3,38500,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
471,N25028,3R1,0.8428,HWY   UNION ST,I  95 NB,NBI,MHD,42,9,11.58119965,71,11,27.0672,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood,MAPC
472,N25028,3R2,0.8641,HWY   UNION ST,I  95 SB,NBI,MHD,42,9,12.22920036,71,11,27.4992,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood,MAPC
473,N25031,3R3,0.798,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,9,54.07559967,71,10,39.3384,11,3,50800,35.4,17.7,6,TRUE,0,0,0,FALSE,Norwood,MAPC
474,N25031,3R4,0.7974,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,9,54.57960129,71,10,39.9828,11,3,50800,35.4,17.1,6,TRUE,0,0,0,FALSE,Norwood,MAPC
475,S09015,3R7,0.6823,HWY   S WALPOLE ST,I  95 SB,NBI,MHD,42,6,21.53879929,71,13,53.8428,11,3,40000,35.7,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
476,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,NBI,MHD,42,7,15.29759979,71,13,48.9072,11,4,50000,56.4,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
477,S09013,3R9,0.7444,HWY   OLD POST RD,I  95 SB,NBI,MHD,42,7,19.97400093,71,13,50.0124,11,3,50000,51.2,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
478,F06027,3RA,0.608,I  95 SB,I 495 SB,NBI,MHD,42,1,34.95360184,71,15,28.9584,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
479,F06027,3RB,0.6404,I  95 SB,I 495 NB,NBI,MHD,42,1,35.40719986,71,15,28.1844,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
480,W46010,3RX,0.8128,ST  1 A/SOUTH ST,I 495 NB,NBI,MHD,42,2,23.93880081,71,20,44.2572,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
481,W46010,3RY,0.801,ST  1 A/SOUTH ST,I 495 SB,NBI,MHD,42,2,23.3015995,71,20,44.6064,16,4,45000,28,17.9,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
482,W46009,3T0,0.9695,RR    PCRR (ABANDONED),I 495 NB,NBI,MHD,42,2,26.13479996,71,20,56.6448,11,3,40000,28,16.6,7,TRUE,0,0,0,TRUE,Wrentham,MAPC
483,W46009,3T1,0.9241,RR    PCRR (ABANDONED),I 495 SB,NBI,MHD,42,2,25.43280029,71,20,56.7816,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
484,S09008,3VP,0.990100111,I  95 SB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.55080032,71,12,49.2336,14,2,8000,54.9,14.9,6,TRUE,0,0,0,FALSE,Sharon,MAPC
485,S09007,3VQ,0.7977,I  95 NB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.06119919,71,12,44.3628,14,2,8000,52.7,14.9,5,TRUE,0,0,0,FALSE,Sharon,MAPC
486,N25022,3VV,1,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,MHD,42,11,19.01040077,71,11,4.4916,12,1,28600,50.6,16.1,9,TRUE,0,0,0,FALSE,Norwood,MAPC
487,N25023,3VW,1,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,MHD,42,11,14.41320038,71,11,5.82,12,1,16000,49.1,16.1,8,TRUE,0,0,0,FALSE,Norwood,MAPC
488,W03033,3WL,0.7333,I  95,HWY   CONEY ST,NBI,MHD,42,8,52.23839951,71,12,3.6756,14,2,22000,86.3,17.2,7,TRUE,20,25,40,FALSE,Walpole,MAPC
489,W03015,40X,0.7299,RR    CSX,ST 27 ELM ST,634,MHD,42,8,57.52320099,71,15,36.126,14,2,17500,26.5,15.8,6,TRUE,0,0,0,FALSE,Walpole,MAPC
490,H06005,46Q,0.9995,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,MHD,42,6,25.7723999,70,48,32.5872,14,2,30000,39.6,13.6,7,TRUE,0,0,0,FALSE,Hanover,MAPC
491,M07004,47J,0.9409,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,MHD,42,5,39.57720184,70,43,6.9132,14,2,29900,9.8,12.9,5,TRUE,17,23,36,FALSE,Marshfield,MAPC
492,H15002,47K,0.9571,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,MHD,42,14,48.22800064,70,55,55.2216,14,4,39200,112.8,19,9,TRUE,0,0,0,FALSE,Hingham,MAPC
493,H15005,47L,0.9838,RR    MBTA,ST  3 A/CSHNG HWY,NBI,MHD,42,14,40.87319946,70,52,44.886,14,2,20050,18.9,15.8,9,TRUE,0,0,0,FALSE,Hingham,MAPC
494,D14010,48H,0.9426,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,3,58.20479965,70,43,45.8616,12,2,41700,33.5,13.5,5,TRUE,0,0,0,FALSE,Duxbury,MAPC
495,D14010,48J,0.943,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,3,58.20479965,70,43,45.8616,12,2,41700,33.5,13.5,4,TRUE,0,0,0,TRUE,Duxbury,MAPC
496,H06010,48K,0.8304,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,MHD,42,9,17.14319992,70,51,20.7648,12,2,82000,48.2,13.8,3,TRUE,0,0,0,TRUE,Hanover,MAPC
497,H06010,48L,0.9833,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,MHD,42,9,17.14319992,70,51,20.7648,12,2,82000,48.2,13.8,5,TRUE,0,0,0,FALSE,Hanover,MAPC
498,N24004,48U,0.8918,WATER NORTH RIVER,ST  3 NB,NBI,MHD,42,6,56.83679962,70,46,45.1596,12,2,53800,59.7,13.5,6,TRUE,0,0,0,FALSE,Norwell,MAPC
499,N24003,48V,0.8841,HWY   HIGH ST,ST  3 SB,NBI,MHD,42,9,32.0904007,70,52,31.4832,12,2,53000,52.4,13.8,5,TRUE,0,0,0,FALSE,Norwell,MAPC
500,N24003,48W,0.885,HWY   HIGH ST,ST  3 NB,NBI,MHD,42,9,32.0904007,70,52,31.4832,12,2,53000,52.4,13.8,3,TRUE,0,0,0,TRUE,Norwell,MAPC
501,N24004,48X,0.9033,WATER NORTH RIVER,ST  3 SB,NBI,MHD,42,6,56.83679962,70,46,45.1596,12,2,48000,59.7,13.5,6,TRUE,0,0,0,FALSE,Norwell,MAPC
502,P05009,48Y,0.9594,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,6,28.53359985,70,46,3.6264,12,3,32600,50.9,14.2,7,TRUE,0,0,0,FALSE,Pembroke,MAPC/OCPC
503,P05009,490,0.9357,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,6,28.53359985,70,46,3.6264,12,3,32600,50.9,14.3,7,TRUE,0,0,0,FALSE,Pembroke,MAPC/OCPC
504,R08004,49F,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,MHD,42,9,56.65679932,70,53,39.1884,12,3,63000,49.4,14.83,9,TRUE,0,0,0,FALSE,Rockland,MAPC
