OBJECTID,All_Bridges_2009April_BIN,AllBridges_2009April_Boat,All_Bridges_2009April_Health_Index,All_Bridges_2009April_Item_6A,All_Bridges_2009April_Item_7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,All_Bridges_2009April_Item_26,AllBridges_2009April_Item__28A,All_Bridges_2009April_Item_29,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,All_Bridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,All_Bridges_2009April_Struct_Def,All_Bridges_2009April_Town_Name,AllBridges_2009April_RPA
386,3FU,NN,0.9787,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,MHD,42,23,18.0492,71,7,12.378,14,4,30100,11.4,28.7,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
387,3GK,NN,0.7486,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,MHD,42,24,5.9148,71,3,40.8024,14,2,23000,33.8,15.5,5,TRUE,0,0,0,FALSE,Everett,MAPC
388,3GV,NN,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST,634,MHD,42,23,7.4004,71,4,37.542,14,5,75400,47.2,25.4,5,TRUE,0,0,0,FALSE,Boston,MAPC
389,3H2,NN,0.8162,RR    MBTA,HWY   MORTON ST,634,MHD,42,16,51.6144,71,5,9.0636,14,4,41300,23.5,23.7,5,TRUE,0,0,0,TRUE,Boston,MAPC
390,3H3,NN,0.509,RR    MBTA,HWY   BLUE HILL AV,634,MHD,42,16,22.5696,71,5,38.6916,14,5,42000,43.9,36.6,5,TRUE,0,0,0,FALSE,Boston,MAPC
391,AE2,NN,1,COMB  MNUTMN BP & RED LN,ST  2,NBI,MHD,42,23,53.25,71,8,39.17,14,4,76000,38.02,26.48,8,TRUE,0,0,0,FALSE,Arlington,MAPC
392,AFV,NN,1,I 93,I  93 NB ON RAMP,NBI,MHD,42,31,15.6,71,8,60,19,1,7500,360.8,7.8,7,TRUE,0,0,0,FALSE,Woburn,MAPC
393,AGB,NN,1,I  93 & NB ON RAMP,I  93 OFF RAMP,NBI,MHD,42,31,12.6,71,7,58.8,19,1,12900,488.8,7.8,7,TRUE,0,0,0,FALSE,Woburn,MAPC
394,AF9,NN,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,MHD,42,32,6.08,70,55,50.73,14,4,45000,16.9,17.2,7,TRUE,0,0,0,FALSE,Peabody,MAPC
395,82F,NN,0.740740741,RR    MBTA,US  1 RAMP TC,NBI,MHS,42,22,17.24,71,4,10.65,11,2,174630,118,13.4,7,TRUE,0,0,0,FALSE,Boston,MAPC
396,2TN,YY,0.9742,WATER DANVERS RIVER,ST  1 A/CABOT ST,NBI,MHD,42,32,20.8356,70,53,15.3924,14,4,32000,680.6,27,7,TRUE,0,0,0,FALSE,Beverly,MAPC
397,8DE,NN,-1,TR    ORANGE LINE,I  93 RAMP SACN,NBI,MHS,42,22,13.86,71,3,53.4,11,2,0,167.2,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
398,8DF,NN,-1,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,MHS,42,22,13.86,71,3,53.4,11,2,0,313.7,11,6,TRUE,0,0,0,FALSE,Boston,MAPC
399,8DG,NN,0.740740741,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,MHS,42,22,19.55,71,4,7.58,11,2,174630,146.5,14.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
400,8QG,NN,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,14.28,71,4,8.7,11,2,174630,103.6,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
401,8QX,NN,0.777777778,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,MHS,4,20,43.64,71,3,35.98,11,3,86280,200.2,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
402,8QY,NN,0.777777778,HWY   BROADWAY,I  93 NB,NBI,MHS,42,20,37.83,71,3,40.29,11,3,58980,203.2,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
403,8R0,NN,0.777777778,HWY   W FOURTH ST,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,0,0,188,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
404,8R8,NN,0.9332,HWY   CONNECTORS D & K,I  93 BT SB4-N ABT,NBI,MHD,42,22,51.39,71,4,36.71,11,4,145000,111.5,21.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
405,8RG,NN,1,WATER LAKE COCHITUATE,ST  9 WORCESTER ST,NBI,MHD,42,17,55.53,71,22,19.1,14,4,63000,16.3,27.5,9,TRUE,0,0,0,FALSE,Natick,MAPC
406,AWQ,YY,0.9945,WATER FORT POINT CHANNEL,HWY   SEAPORT BLVD,NBI,MUN,42,21,16.15,71,3,0.24,14,6,27000,243.5,29.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
407,8XU,NN,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,11.62,71,4,2.26,11,2,174630,171.3,13.4,8,TRUE,0,0,0,FALSE,Boston,MAPC
408,8XW,NN,-1,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,MHS,42,22,11.88,71,3,56.4,11,3,174630,135,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
409,8XX,NN,0.9632,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,MDC,42,19,0,71,6,48,14,4,50000,92.7,23.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
410,8XY,NN,0.814814815,OTHER RELIEF,US  1 RAMP ST,NBI,MHS,42,22,18.66,71,4,11.94,11,1,0,177.4,7.6,8,TRUE,0,0,0,FALSE,Boston,MAPC
411,8Y3,NN,0.814814815,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,MHS,42,22,19.68,71,4,9.24,11,1,0,212.4,8.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
412,8Y4,NN,0.851851852,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,26.16,71,4,18.18,11,2,0,105.2,17.5,8,TRUE,0,0,0,FALSE,Boston,MAPC
413,8Y6,NN,0.814814815,COMB  I93 RPS NS SN&MBTA,US  1 RAMP CT,NBI,MHS,42,22,11.33,71,4,2.32,11,2,174630,250.9,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
414,8YC,NN,0.851851852,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,13.2,71,4,7.7,11,2,174630,137.2,12.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
415,8YF,NN,0.777777778,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,MHS,42,22,19.95,71,4,4.56,11,2,174630,209.8,12.19,8,TRUE,0,0,0,FALSE,Boston,MAPC
416,8YH,NN,0.814814815,US  1 RAMP LC,I  93 RAMP TS,NBI,MHS,42,22,17.5,71,4,2.4,11,1,0,237.2,7.9,8,TRUE,0,0,0,FALSE,Cambridge,MAPC
417,8YJ,NN,0.814814815,OTHER RELIEF,I  93 RAMP SN,NBI,MHS,42,22,21.87,71,4,8.67,11,1,0,38.1,7.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
418,8YK,NN,0.888888889,US  1 RAMP CT,I  93 RAMP SN,NBI,MHS,42,22,19.98,71,4,5.07,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
419,8YL,NN,0.888888889,US  1 RAMP TC,I  93 RAMP SN,NBI,MHS,42,22,17.67,71,4,2.06,11,2,174630,90.8,10.8,8,TRUE,0,0,0,FALSE,Boston,MAPC
420,8YP,NN,0.814814815,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,MHS,42,22,11.6422,71,3,55.49,11,2,174630,238.9,11,8,TRUE,0,0,0,FALSE,Boston,MAPC
421,8YQ,NN,0.888888889,OTHER RELIEF,I  93 RAMP NS,NBI,MHS,42,22,19.77,71,4,6.54,11,1,0,12.5,8.2,8,TRUE,0,0,0,FALSE,Boston,MAPC
422,8YR,NN,0.851851852,US  1 RAMP TC,I  93 RAMP NS,NBI,MHS,42,22,17.02,71,4,2.85,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
423,8YU,NN,0.814814815,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,MHS,42,22,11.33,71,3,55.98,11,1,174630,235.9,7.9,8,TRUE,0,0,0,FALSE,Boston,MAPC
424,8YV,NN,0.777777778,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,MHS,42,22,23.42,71,4,10.05,11,3,72074,162.5,20.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
425,8YW,NN,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,22,18.04,71,4,1.62,11,3,174630,254.2,20.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
426,8YX,NN,0.777777778,COMB  RAMP LT& MILLERS R,I  93 SB,NBI,MHS,42,22,13.12,71,3,54.79,11,5,174630,217.8,20.4,7,TRUE,0,0,0,FALSE,Boston,MAPC
427,8YY,NN,0.740740741,COMB  AUSTIN ST &ORNG LN,I  93 NB,NBI,MHS,42,22,23.54,71,4,9.94,11,3,174630,162.3,21.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
428,900,NN,0.777777778,I  93 SB,I  93 NB,NBI,MHS,42,22,20.32,71,4,4.09,11,3,174630,166.7,16.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
429,901,NN,0.777777778,I  93 SB & RAMP LT,I  93 NB,NBI,MHS,42,22,13.59,71,3,54.09,11,4,174630,309.4,18.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
430,911,NN,0.777777778,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,MHS,42,20,58.56,71,2,57.5,14,4,15480,218.2,30.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
431,914,NN,0.777777778,OTHER RELIEF,HWY   RAMP K,NBI,MHS,42,20,26.49,71,3,44.99,11,2,231860,236.9,9.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
432,917,NN,0.777777778,HWY   ALBANY ST,I  93 NB,NBI,MHS,42,20,25.43,71,3,46.02,11,4,111980,314.8,16.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
433,91A,NN,0.777777778,HWY   ALBANY ST,HWY   RAMP X/XX,NBI,MHS,42,20,25.33,71,3,47.78,11,2,231860,314.8,15.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
434,91B,NN,0.777777778,HWY   RAMP K,HWY   FRNT RD NB,NBI,MHS,42,20,6.91,71,3,53.88,11,3,231860,99.3,15.5,7,TRUE,0,0,0,FALSE,Boston,MAPC
435,91C,NN,0.777777778,HWY   ALBANY ST,I  93 SB,NBI,MHS,42,20,46.83,71,3,48.45,11,6,119880,314.9,25,7,TRUE,0,0,0,FALSE,Boston,MAPC
436,91E,NN,0.814814815,OTHER RELIEF,I  93 SB,NBI,MHS,0,0,0,0,0,0,11,7,119880,55.3,25.3,7,TRUE,0,0,0,FALSE,Boston,MAPC
437,91F,NN,0.814814815,OTHER RELIEF,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,6,111980,57.5,20.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
438,91G,NN,1,OTHER RELIEF,HWY   MASS AV CONN,NBI,MHS,0,0,0,0,0,0,1,4,43000,63.7,19.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
439,927,NN,0.740740741,US  1 NB,US  1 SB,NBI,MPA,42,23,1,71,2,9,12,3,45073,216.4,13.2,6,TRUE,0,0,0,FALSE,Boston,MAPC
440,92A,NN,0.777777778,I  93,HWY   S BOS BPS RD,NBI,MHS,42,20,1.81,71,3,51.15,11,0,231860,58.2,21.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
441,3MM,NN,0.9917,HWY   PAGE ST,ST 24,NBI,MHD,42,8,37.3992,71,3,59.8212,12,6,101000,20.4,36.1,7,TRUE,0,0,0,FALSE,Stoughton,MAPC/OCPC
442,3PL,NN,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,MHD,42,4,43.8888,71,16,58.4832,14,4,27000,25.9,31.3,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
443,3PM,NN,0.9964,RR    CSX,US  1 WASHNGTON ST,NBI,MHD,42,5,55.9572,71,15,48.312,14,5,25100,50.3,31,8,TRUE,0,0,0,FALSE,Foxborough,MAPC
444,3PN,NN,0.8138,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,MHD,42,10,36.516,71,11,32.7084,14,4,34700,19.8,25.8,5,TRUE,0,0,0,FALSE,Norwood,MAPC
445,3PP,NN,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,MHD,42,12,32.8428,71,11,6.4212,14,4,37600,7.9,0,N,TRUE,0,0,0,FALSE,Norwood,MAPC
446,3PQ,NN,0.5503,I  95,US  1 NB/GL EDWRDS,NBI,MHD,42,7,31.8612,71,13,40.4004,12,2,36000,122.2,12.9,5,TRUE,0,0,0,FALSE,Sharon,MAPC
447,3PR,NN,0.5688,I  95 NB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,52.0248,71,13,23.0556,12,2,36000,63.7,12.9,4,TRUE,0,0,0,FALSE,Sharon,MAPC
448,3PT,NN,0.5568,I  95 SB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,56.1288,71,13,23.7216,12,2,32000,82.3,12.9,4,TRUE,0,0,0,FALSE,Sharon,MAPC
449,3PU,NN,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,MHD,42,9,6.8076,71,12,34.2324,14,4,38000,6.7,0,N,TRUE,0,0,0,FALSE,Walpole,MAPC
450,3QK,NN,0.9168,ST106 GREEN ST,I  95 NB,NBI,MHD,42,1,52.0536,71,15,3.726,11,3,75460,54.9,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
451,3QL,NN,0.9553,ST106 GREEN ST,I  95 SB,NBI,MHD,42,1,51.294,71,15,7.5888,11,3,37500,57.9,17.1,4,TRUE,0,0,0,FALSE,Foxborough,MAPC
452,3QM,NN,0.6514,ST140 COMMERCIAL ST,I  95 NB,NBI,MHD,42,2,35.8656,71,14,35.8656,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
453,3QN,NN,0.6514,ST140 COMMERCIAL ST,I  95 SB,NBI,MHD,42,2,36.3732,71,14,36.5712,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
454,3QP,NN,0.7413,HWY   CENTRAL ST,I  95 NB,NBI,MHD,42,3,7.56,71,14,16.7856,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
455,3QQ,NN,0.7517,HWY   CENTRAL ST,I  95 SB,NBI,MHD,42,3,8.0928,71,14,17.4696,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough,MAPC
456,3QR,NN,0.9641,RR    CSX,I  95 NB,NBI,MHD,42,3,11.2752,71,14,14.4168,11,3,45500,13.4,16.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
457,3QT,NN,0.988,RR    CSX,I  95 SB,NBI,MHD,42,3,11.9304,71,14,15.036,11,3,45500,13.4,16.2,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
458,3QU,NN,0.9869,HWY   COCASSET ST,I  95 NB,NBI,MHD,42,3,50.8752,71,13,50.2032,11,3,45000,49.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
459,3QV,NN,0.9822,HWY   COCASSET ST,I  95 SB,NBI,MHD,42,3,50.8464,71,13,51.2508,11,3,45000,49.1,18.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
460,3QW,NN,0.9627,HWY   OAK ST,I  95 NB,NBI,MHD,42,5,2.6736,71,13,21.0792,11,3,50000,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
461,3QX,NN,0.9412,HWY   OAK ST,I  95 SB,NBI,MHD,42,5,3.4476,71,13,22.0368,11,3,38500,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
462,3R1,NN,0.8428,HWY   UNION ST,I  95 NB,NBI,MHD,42,9,11.5812,71,11,27.0672,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood,MAPC
463,3R2,NN,0.8641,HWY   UNION ST,I  95 SB,NBI,MHD,42,9,12.2292,71,11,27.4992,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood,MAPC
464,3R3,NN,0.798,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,9,54.0756,71,10,39.3384,11,3,50800,35.4,17.7,6,TRUE,0,0,0,FALSE,Norwood,MAPC
465,3R4,NN,0.7734,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,9,54.5796,71,10,39.9828,11,3,50800,35.4,17.1,6,TRUE,0,0,0,FALSE,Norwood,MAPC
466,3R7,NN,0.6823,HWY   S WALPOLE ST,I  95 SB,NBI,MHD,42,6,21.5388,71,13,53.8428,11,3,50000,35.7,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
467,3R8,NN,0.7421,HWY   OLD POST RD,I  95 NB,NBI,MHD,42,7,15.2976,71,13,48.9072,11,4,50000,56.4,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
468,3R9,NN,0.7444,HWY   OLD POST RD,I  95 SB,NBI,MHD,42,7,19.974,71,13,50.0124,11,3,50000,51.2,17.1,7,TRUE,0,0,0,FALSE,Sharon,MAPC
469,3RA,NN,0.9873,I  95 SB,I 495 SB,NBI,MHD,42,1,34.9536,71,15,28.9584,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
470,3RB,NN,0.9958,I  95 SB,I 495 NB,NBI,MHD,42,1,35.4072,71,15,28.1844,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough,MAPC
471,3RX,NN,0.8128,ST  1 A/SOUTH ST,I 495 NB,NBI,MHD,42,2,23.9388,71,20,44.2572,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
472,3RY,NN,0.7966,ST  1 A/SOUTH ST,I 495 SB,NBI,MHD,42,2,23.3016,71,20,44.6064,16,4,45000,28,17.9,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
473,3T0,NN,0.9889,RR    PCRR (ABANDONED),I 495 NB,NBI,MHD,42,2,26.1348,71,20,56.6448,11,3,40000,28,16.6,6,TRUE,0,0,0,FALSE,Wrentham,MAPC
474,3T1,NN,0.9802,RR    PCRR (ABANDONED),I 495 SB,NBI,MHD,42,2,25.4328,71,20,56.7816,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham,MAPC
475,3VP,NN,0.990100111,I  95 SB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.5508,71,12,49.2336,14,2,8000,54.9,14.9,6,TRUE,0,0,0,FALSE,Sharon,MAPC
476,3VQ,NN,0.7977,I  95 NB,ST 27 HIGH PLN ST,NBI,MHD,42,8,24.0612,71,12,44.3628,14,2,8000,52.7,14.9,5,TRUE,0,0,0,FALSE,Sharon,MAPC
608,4PK,NN,-1,RR    CSX,I  90,NBI,MTA,42,17,54.9528,71,28,33.9456,11,3,81223,17.7,15.2,5,TRUE,0,0,0,FALSE,Framingham,MAPC
609,4PL,NN,-1,I  90,ST  9 WORCESTER RD,NBI,MTA,42,17,48.0372,71,28,45.2244,12,4,43000,101.5,31,6,TRUE,0,0,0,FALSE,Framingham,MAPC
610,4PM,NN,-1,ST  9 WORCESTER RD,I  90 RAMP,NBI,MTA,42,17,47.9688,71,28,36.4656,12,2,111,51.5,16.8,6,TRUE,0,0,0,FALSE,Framingham,MAPC
611,4PN,NN,-1,I  90,I  90 RAMPS INT 12,NBI,MTA,42,17,38.148,71,29,0.294,12,2,111,49.1,15.8,6,TRUE,0,0,0,FALSE,Framingham,MAPC
612,4PP,NN,0.814814815,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,MTA,42,18,38.4444,71,23,12.2604,12,2,35000,15.2,18.3,7,TRUE,0,0,0,FALSE,Framingham,MAPC
613,4PQ,NN,-1,I  90,ST 30 COMM RD,NBI,MTA,42,18,40.6224,71,22,30,14,2,13600,87.8,18,6,TRUE,0,0,0,FALSE,Natick,MAPC
614,4PR,NN,0.777777778,HWY   MARY DAY CAMP RD,I  90 EB,NBI,MTA,42,19,43.4316,71,19,47.2332,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick,MAPC
615,4PT,NN,0.777777778,HWY   MARY DAY CAMP RD,I  90 WB,NBI,MTA,42,19,44.202,71,19,47.3088,11,3,99459,9.8,18.4,7,TRUE,0,0,0,FALSE,Natick,MAPC
616,4PU,NN,-1,ST 27 N MAIN ST,I  90 EB,NBI,MTA,42,18,51.0984,71,21,41.2164,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick,MAPC
617,4PV,NN,-1,ST 27 N MAIN ST,I  90 WB,NBI,MTA,42,18,51.6132,71,21,41.8356,11,3,99459,44.2,19.8,7,TRUE,0,0,0,FALSE,Natick,MAPC
618,4PW,NN,0.740740741,I  90,HWY   OAK ST,NBI,MTA,42,19,11.6472,71,20,35.2428,16,2,7700,69.2,12.6,7,TRUE,0,0,0,FALSE,Wayland,MAPC
619,4PX,NN,-1,ST 30 SOUTH AVE,I  90 RAMP D,NBI,MTA,42,20,36,71,15,54,19,3,40663,140.8,13.6,6,TRUE,0,0,0,TRUE,Weston,MAPC
620,4PY,NN,-1,HWY   NORUMBEGA RD,I  90 RAMP D,NBI,MTA,42,20,48,71,15,48,11,2,27875,20.1,11,5,TRUE,0,0,0,FALSE,Weston,MAPC
621,4Q0,NN,-1,I  90,I  90 MAINT RAMP,NBI,MTA,42,20,6,71,18,54,11,2,592,61,9.1,5,TRUE,0,0,0,FALSE,Weston,MAPC
622,4Q1,NN,-1,I  90,HWY   WINTER ST,NBI,MTA,42,20,5.154,71,18,52.8804,17,2,3000,68.6,10.8,7,TRUE,0,0,0,FALSE,Weston,MAPC
623,4Q2,NN,-1,WATER AQDCT AT WLLSLY ST,I  90,NBI,MTA,42,20,7.062,71,18,32.3064,11,6,99459,11.6,19.2,N,TRUE,0,0,0,FALSE,Weston,MAPC
624,4Q3,NN,0.740740741,HWY   WELLESLEY ST,I  90 EB,NBI,MTA,42,20,7.1412,71,18,26.5896,11,3,99459,19.8,18.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
625,4Q4,NN,0.777777778,HWY   WELLESLEY ST,I  90 WB,NBI,MTA,42,20,7.8324,71,18,26.7408,11,3,99459,19.8,18.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
626,4Q5,NN,-1,I  90,HWY   OAK ST,NBI,MTA,42,20,14.0532,71,17,24.9072,17,2,3000,62.2,12.6,6,TRUE,0,0,0,FALSE,Weston,MAPC
627,4Q6,NN,-1,WATER AQDCT AT SHAYLR LN,I  90,NBI,MTA,42,20,17.8296,71,17,0.9132,11,6,99459,12.8,32.3,N,TRUE,0,0,0,FALSE,Weston,MAPC
628,4Q7,NN,-1,HWY   RIDGEWAY RD,I  90 EB,NBI,MTA,42,20,19.3956,71,16,39.648,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston,MAPC
629,4Q8,NN,-1,HWY   RIDGEWAY RD,I  90 WB,NBI,MTA,42,20,20.1048,71,16,39.1296,11,3,99459,14.6,18.6,7,TRUE,0,0,0,FALSE,Weston,MAPC
630,4Q9,NN,0.740740741,I  90,I  90 RAMP J,NBI,MTA,42,20,18,71,16,24,11,2,25682,73.5,11,7,TRUE,0,0,0,FALSE,Weston,MAPC
631,4QA,NN,-1,WATER MDC AQUEDUCT,I  90 RAMPS J & L,NBI,MTA,42,20,24,71,16,24,11,4,52911,15.8,34.7,N,TRUE,0,0,0,TRUE,Weston,MAPC
632,4QB,NN,-1,I  90 RAMPS J & L,HWY   PARK RD,NBI,MTA,42,20,25.242,71,16,14.6784,17,2,3000,80.2,15.4,6,TRUE,0,0,0,FALSE,Weston,MAPC
633,4QC,NN,0.740740741,I  90,HWY   PARK RD,NBI,MTA,42,20,19.9644,71,16,7.806,17,2,3000,78,15.4,7,TRUE,0,0,0,FALSE,Weston,MAPC
634,4QD,NN,-1,I  90 & RAMP K,I  90 RAMP G,NBI,MTA,42,20,18,71,16,0,11,2,112499,69.8,9.1,5,TRUE,0,0,0,FALSE,Weston,MAPC
635,4QE,NN,-1,WATER MDC AQUEDUCT,I  90 RAMP G,NBI,MTA,42,20,24,71,16,0,11,2,25593,37.2,8.5,5,TRUE,0,0,0,TRUE,Weston,MAPC
636,4QF,NN,0,OTHER MDC AQUEDUCT,I  90 RAMP H2,NBI,MTA,42,20,24,71,16,0,11,2,26342,14.3,7.3,N,TRUE,0,0,0,FALSE,Weston,MAPC
637,4QG,NN,-1,I  90 RAMPS A & B,I  90 RAMP G,NBI,MTA,42,20,18,71,16,0,11,2,112499,61.6,8.5,5,TRUE,0,0,0,FALSE,Weston,MAPC
638,4QH,NN,-1,WATER MDC AQUEDUCT,I  95 NB RAMP,NBI,MTA,42,20,18,71,16,0,17,2,26904,8.5,11.6,N,TRUE,0,0,0,FALSE,Weston,MAPC
639,4QJ,NN,-1,COMB  I 95 & CHARLES RIV,I  90 RAMPS,NBI,MTA,42,20,29.6664,71,15,44.6148,11,4,111,180.4,10.4,5,TRUE,0,0,0,FALSE,Newton,MAPC
640,4QK,NN,-1,COMB  I 95 & CHARLES RIV,I  90,NBI,MTA,42,20,27.2472,71,15,40.536,11,6,99459,316.1,14,5,TRUE,0,0,0,FALSE,Newton,MAPC
641,4QL,NN,-1,WATER CHARLES RIVER,I  90 RAMPS A & B,NBI,MTA,42,20,27.294,71,15,36.162,11,4,111,93.6,21.9,4,TRUE,0,0,0,TRUE,Newton,MAPC
642,4QM,NN,0.777777778,HWY   CHARLES ST,I  90,NBI,MTA,42,20,32.5644,71,15,27.2124,11,6,92541,12.5,28,N,TRUE,0,0,0,FALSE,Newton,MAPC
643,4QN,NN,-1,RR    CSX/MBTA,I  90,NBI,MTA,42,20,34.8252,71,15,19.332,11,6,92541,35.4,27.7,5,TRUE,0,0,0,TRUE,Newton,MAPC
644,4QP,NN,0.740740741,COMB  I 90 & CSX/MBTA,HWY   WOODLAND RD,NBI,MTA,42,20,41.0748,71,15,8.4312,19,2,700,77.1,12.9,7,TRUE,0,0,0,FALSE,Newton,MAPC
645,4QQ,NN,-1,COMB  I 90 & CSX/MBTA,HWY   AUBURN ST,NBI,MTA,42,20,45.2184,71,14,49.2504,16,2,3000,56.1,19,7,TRUE,0,0,0,FALSE,Newton,MAPC
646,4QR,NN,0.740740741,COMB  I 90 & CSX/MBTA,ST 30 COMM AVE,NBI,MTA,42,20,47.022,71,14,33.162,14,2,13600,57,16.2,7,TRUE,0,0,0,FALSE,Newton,MAPC
647,4QT,NN,-1,COMB  I 90 & CSX/MBTA,ST 30 WB SERVCE RD,NBI,MTA,42,20,47.0616,71,14,32.6364,19,2,700,57,15.3,5,TRUE,0,0,0,FALSE,Newton,MAPC
648,4QU,NN,-1,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,MTA,42,20,50.5896,71,14,9.1572,12,2,111,17.1,12.8,6,TRUE,0,0,0,FALSE,Newton,MAPC
