OBJECTID,AllBridges_2011April_BDEPT,AllBridges_2011April_BIN,AllBridges_2011April_Health_Index,AllBridges_2011April_Item_6A,AllBridges_2011April_Item_7,AllBridges_2011April_Item___8_Bridge_Cat,AllBridges_2011April_Item___8_Owner,AllBridges_2011April_Item__16A,AllBridges_2011April_Item__16B,AllBridges_2011April_Item__16C,AllBridges_2011April_Item__17A,AllBridges_2011April_Item__17B,AllBridges_2011April_Item__17C,AllBridges_2011April_Item_26,AllBridges_2011April_Item__28A,AllBridges_2011April_Item_29,AllBridges_2011April_Item__49,AllBridges_2011April_Item__52,AllBridges_2011April_Item__58,AllBridges_2011April_Item_104,AllBridges_2011April_Posting_2_Axle,AllBridges_2011April_Posting_3_Axle,AllBridges_2011April_Posting_5_Axle,AllBridges_2011April_Struct_Def,AllBridges_2011April_Town_Name,AllBridges_2011April_RPA
402,P03010,AF9,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,DOT,42,32,6.079999924,70,55,50.73,14,4,46000,16.9,17.2,7,True,0,0,0,False,Peabody,MAPC
403,B16392,82F,0.9257,RR    MBTA,US  1 RAMP TC,NBI,DOT,42,22,17.23999977,71,4,10.65,11,2,221000,118,13.4,6,True,0,0,0,False,Boston,MAPC
404,B11004,2TN,0.9742,WATER DANVERS RIVER,ST  1 A/CABOT ST,NBI,DOT,42,32,20.8355999,70,53,15.3924,14,4,32000,680.6,27,7,True,0,0,0,False,Beverly,MAPC
405,B16603,8DE,0.7138,TR    ORANGE LINE,I  93 RAMP SACN,NBI,DOT,42,22,13.85999966,71,3,53.4,11,2,0,167.2,11,6,True,0,0,0,False,Boston,MAPC
406,B16603,8DF,0.8307,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,DOT,42,22,13.85999966,71,3,53.4,11,2,0,313.7,11,6,True,0,0,0,False,Boston,MAPC
407,B16392,8DG,1,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,DOT,42,22,19.54999924,71,4,7.58,11,2,174630,146.5,14.3,7,True,0,0,0,False,Boston,MAPC
408,C02027,8FT,1,WATER NEPONSET RIVER,I  95 SB/US1/ST128,NBI,DOT,42,12,35.34999847,71,8,42.21,11,5,168400,42.1,25.8,8,True,0,0,0,False,Canton,MAPC
409,D05047,8FU,1,RR    AMTRAK/MBTA,I  95 SB/ST128 SB,NBI,DOT,42,12,38.68000031,71,8,49.34,11,5,160000,71.8,25.8,8,True,0,0,0,False,Dedham,MAPC
410,D05047,8FV,1,RR    AMTRAK/MBTA,I  95 NB/ST128 NB,NBI,DOT,42,12,39.29999924,71,8,49.05,11,4,160000,71.8,25.8,8,True,0,0,0,False,Dedham,MAPC
411,C02026,8FW,1,WATER NEPONSET RIVER,I  95 NB/US1/ST128,NBI,DOT,42,12,35.88999939,71,8,41.84,11,5,168400,42.1,25.8,8,True,0,0,0,False,Canton,MAPC
412,B16392,8QG,1,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,14.27999973,71,4,8.7,11,2,174630,103.6,13.4,8,True,0,0,0,False,Boston,MAPC
413,B16661,8QX,1,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,DOT,4,20,43.63999939,71,3,35.98,11,3,86280,200.2,16.5,7,True,0,0,0,False,Boston,MAPC
414,B16661,8QY,1,HWY   BROADWAY,I  93 NB,NBI,DOT,42,20,37.83000183,71,3,40.29,11,3,58980,203.2,15.2,7,True,0,0,0,False,Boston,MAPC
415,B16661,8R0,0.8371,HWY   W FOURTH ST,I  93 NB,NBI,DOT,42,20,32.36000061,71,3,43.72,11,3,84100,188.6,16.5,6,True,0,0,0,False,Boston,MAPC
416,B16281,8R8,0.9332,HWY   CONNECTORS D & K,I  93 BT SB4-N ABT,NBI,DOT,42,22,51.38999939,71,4,36.71,11,4,150000,111.5,21.3,7,True,0,0,0,False,Boston,MAPC
417,N03021,8RG,1,WATER LAKE COCHITUATE,ST  9 WORCESTER ST,NBI,DOT,42,17,55.52999878,71,22,19.1,14,4,63000,16.3,27.5,8,True,0,0,0,False,Natick,MAPC
418,B16223,AWQ,0.9936,WATER FORT POINT CHANNEL,HWY   SEAPORT BLVD,NBI,MUN,42,21,16.14999962,71,3,0.24,14,6,28000,243.5,29.8,8,True,0,0,0,False,Boston,MAPC
419,B16702,8W4,0.5,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,50.63999939,71,3,30.14,11,3,86280,32.5,18.2,6,True,0,0,0,False,Boston,MAPC
420,B16702,8W5,0.75,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,49.15999985,71,3,31.42,11,3,86280,48.8,19.3,6,True,0,0,0,False,Boston,MAPC
421,B16392,8XU,0.75,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,11.61999989,71,4,2.26,11,2,174630,171.3,13.4,7,True,0,0,0,False,Boston,MAPC
422,B16392,8XW,0.8068,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,DOT,42,22,11.88000011,71,3,56.4,11,3,22140,135,13.7,6,True,0,0,0,False,Boston,MAPC
423,B16229,8XX,0.777777778,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,DOT,42,19,0,71,6,48,14,4,50000,92.7,23.2,7,True,0,0,0,False,Boston,MAPC
424,B16611,8XY,1,OTHER RELIEF,US  1 RAMP ST,NBI,DOT,42,22,18.65999985,71,4,11.94,11,1,0,177.4,7.6,8,True,0,0,0,False,Boston,MAPC
425,B16611,8Y3,0.8446,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,DOT,42,22,19.68000031,71,4,9.24,11,1,11500,212.4,8.8,7,True,0,0,0,False,Boston,MAPC
426,B16573,8Y4,0.814814815,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,26.15999985,71,4,18.18,11,2,0,105.2,17.5,7,True,0,0,0,False,Boston,MAPC
427,B16610,8Y6,0.8159,COMB  MBTA & MILLERS RIV,US  1 RAMP CT,NBI,DOT,42,22,11.32999992,71,4,2.32,11,2,250000,250.9,12.2,6,True,0,0,0,False,Boston,MAPC
428,B16610,8YC,1,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,13.19999981,71,4,7.7,11,2,174630,137.2,12.2,8,True,0,0,0,False,Boston,MAPC
429,B16610,8YD,1,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,17.44000053,71,4,11.26,11,2,174630,158.8,11.6,7,True,0,0,0,False,Boston,MAPC
430,B16610,8YF,0.8103,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,DOT,42,22,19.95000076,71,4,4.56,11,2,20600,209.8,12.19,7,True,0,0,0,False,Boston,MAPC
431,C01049,8YH,0.9954,US  1 RAMP LC,I  93 RAMP TS,NBI,DOT,42,22,17.5,71,4,2.4,11,1,0,237.2,7.9,7,True,0,0,0,False,Cambridge,MAPC
432,B16575,8YJ,0.814814815,OTHER RELIEF,I  93 RAMP SN,NBI,DOT,42,22,21.87000084,71,4,8.67,11,1,0,38.1,7.9,7,True,0,0,0,False,Boston,MAPC
433,B16607,8YK,0.888888889,US  1 RAMP CT,I  93 RAMP SN,NBI,DOT,42,22,19.97999954,71,4,5.07,11,1,174630,112.2,7.9,8,True,0,0,0,False,Boston,MAPC
434,B16607,8YL,0.888888889,US  1 RAMP TC,I  93 RAMP SN,NBI,DOT,42,22,17.67000008,71,4,2.06,11,2,174630,90.8,10.8,8,True,0,0,0,False,Boston,MAPC
435,B16607,8YP,1,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,DOT,42,22,11.64220047,71,3,55.49,11,2,174630,238.9,11,8,True,0,0,0,False,Boston,MAPC
436,B16574,8YQ,0.8835,OTHER RELIEF,I  93 RAMP NS,NBI,DOT,42,22,19.77000046,71,4,6.54,11,1,40300,12.5,7.4,7,True,0,0,0,False,Boston,MAPC
437,B16606,8YR,0.8938,US  1 RAMP TC,I  93 RAMP NS,NBI,DOT,42,22,17.02000046,71,4,2.85,11,1,40300,112.2,7.9,7,True,0,0,0,False,Boston,MAPC
438,B16606,8YU,1,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,DOT,42,22,11.32999992,71,3,55.98,11,1,40300,235.9,7.9,7,True,0,0,0,False,Boston,MAPC
439,B16601,8YV,0.9524,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,DOT,42,22,23.42000008,71,4,10.05,11,3,72074,162.5,20.1,7,True,0,0,0,False,Boston,MAPC
440,B16601,8YW,0.7587,OTHER RELIEF,I  93 SB,NBI,DOT,42,22,18.04000092,71,4,1.62,11,3,60500,254.2,20.1,7,True,0,0,0,False,Boston,MAPC
441,B16601,8YX,0.963,COMB  RAMP LT& MILLERS R,I  93 SB,NBI,DOT,42,22,13.11999989,71,3,54.79,11,5,40000,217.8,20.4,7,True,0,0,0,False,Boston,MAPC
442,B16600,8YY,0.9604,"I  93 SB, AUSTN ST, MBTA",I  93 NB,NBI,DOT,42,22,25.26600075,71,4,12.7884,11,5,47000,162.3,21.8,7,True,0,0,0,False,Boston,MAPC
443,B16600,900,1,I  93 SB,I  93 NB,NBI,DOT,42,22,20.31999969,71,4,4.09,11,3,58689,166.7,16.5,7,True,0,0,0,False,Boston,MAPC
444,B16600,901,0.8223,"I  93 SB, RMP LT, MIL RV",I  93 NB,NBI,DOT,42,22,13.59000015,71,3,54.09,11,4,46984,309.4,18.3,7,True,0,0,0,False,Boston,MAPC
445,B16584,911,1,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,DOT,42,20,58.56000137,71,2,57.5,14,4,15480,218.2,30.5,7,True,0,0,0,False,Boston,MAPC
446,B16663,913,1,HWY   RAMP FL,HWY   RAMP L,NBI,DOT,42,20,25.88999939,71,3,45.83,11,1,16000,98.5,7.9,7,True,0,0,0,False,Boston,MAPC
447,B16662,914,1,OTHER RELIEF,HWY   RAMP K,NBI,DOT,42,20,26.48999977,71,3,44.99,11,2,19000,236.9,9.8,7,True,0,0,0,False,Boston,MAPC
448,B16662,915,1,OTHER RELIEF,HWY   RAMP K/L,NBI,DOT,42,20,23.65999985,71,3,46.6,11,2,35000,123.3,11.3,7,True,0,0,0,False,Boston,MAPC
449,B16662,916,1,OTHER RELIEF,HWY   RAMP K,NBI,DOT,42,20,19.77000046,71,3,48.47,11,2,35000,226.9,9.8,7,True,0,0,0,False,Boston,MAPC
450,B16661,917,0.25,HWY   ALBANY ST,I  93 NB,NBI,DOT,42,20,25.43000031,71,3,46.02,11,4,79300,314.8,16.9,6,True,0,0,0,False,Boston,MAPC
451,B16660,918,1,OTHER RELIEF,HWY   MASS AVE,NBI,DOT,42,20,7.349999905,71,3,53.53,19,4,0,14.3,15.4,6,True,0,0,0,False,Boston,MAPC
452,B16660,919,1,I  93,HWY   MASS AVE,NBI,DOT,42,20,7.170000076,71,3,54.77,11,4,41500,88.9,24,7,True,0,0,0,False,Boston,MAPC
453,B16659,91A,1,HWY   ALBANY ST,HWY   RAMP X/XX,NBI,DOT,42,20,25.32999992,71,3,47.78,11,2,3500,314.8,15.2,7,True,0,0,0,False,Boston,MAPC
454,B16657,91B,1,HWY   RAMP K,HWY   FRNT RD NB,NBI,DOT,42,20,6.909999847,71,3,53.88,11,3,20300,99.3,15.5,7,True,0,0,0,False,Boston,MAPC
455,B16656,91C,0,HWY   ALBANY ST,I  93 SB,NBI,DOT,42,20,46.83000183,71,3,48.45,11,6,75214,314.9,25,6,True,0,0,0,False,Boston,MAPC
456,B16654,91E,0.9214,OTHER RELIEF,I  93 SB,NBI,DOT,0,0,0,0,0,0,11,7,75214,57.5,26.3,6,True,0,0,0,False,Boston,MAPC
457,B16651,91F,0.777777778,OTHER RELIEF,I  93 NB,NBI,DOT,0,0,0,0,0,0,11,6,79300,57.5,20.8,7,True,0,0,0,False,Boston,MAPC
458,B16649,91G,1,OTHER RELIEF,HWY   MASS AV CONN,NBI,DOT,0,0,0,0,0,0,01,4,43000,63.7,19.4,6,True,0,0,0,False,Boston,MAPC
459,B16409,927,-1,US  1 NB,US  1 SB,NBI,DOT,42,22,25,71,3,30,12,3,44700,216.4,13.2,6,True,0,0,0,False,Boston,MAPC
460,B16643,92A,1,I  93,HWY   S BOS BPS RD,NBI,DOT,42,20,1.809999943,71,3,51.15,11,0,7000,58.2,21.9,7,True,0,0,0,False,Boston,MAPC
461,S28008,3MM,0.9864,HWY   PAGE ST,ST 24,NBI,DOT,42,8,37.39920044,71,3,59.8212,12,6,114300,20.4,36.1,7,True,0,0,0,False,Stoughton,MAPC/OCPC
462,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,DOT,42,4,43.88880157,71,16,58.4832,14,4,27000,25.9,31.3,7,True,0,0,0,False,Foxborough,MAPC
463,F06003,3PM,0.9931,RR    CSX,US  1 WASHNGTON ST,NBI,DOT,42,5,55.9571991,71,15,48.312,14,5,25100,50.3,31,8,True,0,0,0,False,Foxborough,MAPC
464,N25026,3PN,0.804,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,DOT,42,10,36.51599884,71,11,32.7084,14,4,34700,19.8,25.8,4,True,0,0,0,False,Norwood,MAPC
465,N25014,3PP,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,DOT,42,12,32.84280014,71,11,6.4212,14,4,37600,7.9,0,N,True,0,0,0,False,Norwood,MAPC
466,S09011,3PQ,0.6045,I  95,US  1 NB/GL EDWRDS,NBI,DOT,42,7,31.86120033,71,13,40.4004,12,2,36000,122.2,12.9,8,True,0,0,0,False,Sharon,MAPC
467,S09010,3PR,0.5686,I  95 NB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,52.02479935,71,13,23.0556,12,2,36000,63.7,12.9,9,True,0,0,0,False,Sharon,MAPC
468,S09009,3PT,0.5561,I  95 SB,US  1 NB/GL EDWRDS,NBI,DOT,42,7,56.12879944,71,13,23.7216,12,2,32000,82.3,12.9,9,True,0,0,0,False,Sharon,MAPC
469,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,DOT,42,9,6.807600021,71,12,34.2324,14,4,38000,6.7,0,N,True,0,0,0,False,Walpole,MAPC
470,F06015,3QK,0.7394,ST106 GREEN ST,I  95 NB,NBI,DOT,42,1,52.05360031,71,15,3.726,11,3,75460,54.9,17.1,6,True,0,0,0,False,Foxborough,MAPC
471,F06015,3QL,0.7882,ST106 GREEN ST,I  95 SB,NBI,DOT,42,1,51.29399872,71,15,7.5888,11,3,50000,57.9,17.1,4,True,0,0,0,False,Foxborough,MAPC
472,F06016,3QM,0.6041,ST140 COMMERCIAL ST,I  95 NB,NBI,DOT,42,2,35.86560059,71,14,35.8656,11,4,37350,34.1,17.7,6,True,0,0,0,False,Foxborough,MAPC
473,F06016,3QN,0.6514,ST140 COMMERCIAL ST,I  95 SB,NBI,DOT,42,2,36.37319946,71,14,36.5712,11,4,94800,34.1,17.7,6,True,0,0,0,False,Foxborough,MAPC
474,F06018,3QP,0.7413,HWY   CENTRAL ST,I  95 NB,NBI,DOT,42,3,7.559999943,71,14,16.7856,11,3,91000,42.1,17.1,6,True,0,0,0,False,Foxborough,MAPC
475,F06018,3QQ,0.7517,HWY   CENTRAL ST,I  95 SB,NBI,DOT,42,3,8.09280014,71,14,17.4696,11,3,40000,42.1,17.1,5,True,0,0,0,False,Foxborough,MAPC
476,F06019,3QR,0.9641,RR    CSX,I  95 NB,NBI,DOT,42,3,11.27519989,71,14,14.4168,11,3,45500,13.4,16.1,7,True,0,0,0,False,Foxborough,MAPC
477,F06019,3QT,0.988,RR    CSX,I  95 SB,NBI,DOT,42,3,11.93039989,71,14,15.036,11,3,45500,13.4,16.2,7,True,0,0,0,False,Foxborough,MAPC
478,F06020,3QU,0.9869,HWY   COCASSET ST,I  95 NB,NBI,DOT,42,3,50.87519836,71,13,50.2032,11,3,45000,49.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
479,F06020,3QV,0.9675,HWY   COCASSET ST,I  95 SB,NBI,DOT,42,3,50.84640121,71,13,51.2508,11,3,45000,49.1,18.1,7,True,0,0,0,False,Foxborough,MAPC
480,F06021,3QW,0.9598,HWY   OAK ST,I  95 NB,NBI,DOT,42,5,2.673599958,71,13,21.0792,11,3,50000,59.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
481,F06022,3QX,0.9389,HWY   OAK ST,I  95 SB,NBI,DOT,42,5,3.447599888,71,13,22.0368,11,3,38500,59.1,17.1,7,True,0,0,0,False,Foxborough,MAPC
482,N25028,3R1,0.8428,HWY   UNION ST,I  95 NB,NBI,DOT,42,9,11.58119965,71,11,27.0672,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
483,N25028,3R2,0.8641,HWY   UNION ST,I  95 SB,NBI,DOT,42,9,12.22920036,71,11,27.4992,11,3,48000,31.4,17.2,7,True,0,0,0,False,Norwood,MAPC
484,N25031,3R3,0.7532,WATER NEPONSET RIVER,I  95 NB,NBI,DOT,42,9,54.07559967,71,10,39.3384,11,3,50800,35.4,17.7,6,True,0,0,0,False,Norwood,MAPC
485,N25031,3R4,0.7395,WATER NEPONSET RIVER,I  95 SB,NBI,DOT,42,9,54.57960129,71,10,39.9828,11,3,50800,35.4,17.1,6,True,0,0,0,False,Norwood,MAPC
486,S09015,3R7,0.6493,HWY   S WALPOLE ST,I  95 SB,NBI,DOT,42,6,21.53879929,71,13,53.8428,11,3,50000,35.7,17.1,6,True,0,0,0,False,Sharon,MAPC
487,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,NBI,DOT,42,7,15.29759979,71,13,48.9072,11,4,87100,56.4,17.1,7,True,0,0,0,False,Sharon,MAPC
488,S09013,3R9,0.7392,HWY   OLD POST RD,I  95 SB,NBI,DOT,42,7,19.97400093,71,13,50.0124,11,3,50000,51.2,17.1,6,True,0,0,0,False,Sharon,MAPC
489,F06027,3RA,0.9873,I  95 SB,I 495 SB,NBI,DOT,42,1,34.95360184,71,15,28.9584,11,4,42000,34.7,17.7,7,True,0,0,0,False,Foxborough,MAPC
490,F06027,3RB,0.9958,I  95 SB,I 495 NB,NBI,DOT,42,1,35.40719986,71,15,28.1844,11,4,42000,34.7,17.7,7,True,0,0,0,False,Foxborough,MAPC
491,W46010,3RX,0.8128,ST  1 A/SOUTH ST,I 495 NB,NBI,DOT,42,2,23.93880081,71,20,44.2572,16,4,45000,28,17.7,7,True,0,0,0,False,Wrentham,MAPC
492,W46010,3RY,0.7085,ST  1 A/SOUTH ST,I 495 SB,NBI,DOT,42,2,23.3015995,71,20,44.6064,16,4,45000,28,17.9,7,True,0,0,0,False,Wrentham,MAPC
493,W46009,3T0,0.9889,RR    PCRR (ABANDONED),I 495 NB,NBI,DOT,42,2,26.13479996,71,20,56.6448,11,3,40000,28,16.6,7,True,0,0,0,False,Wrentham,MAPC
494,W46009,3T1,0.9907,RR    PCRR (ABANDONED),I 495 SB,NBI,DOT,42,2,25.43280029,71,20,56.7816,16,4,45000,28,17.7,7,True,0,0,0,False,Wrentham,MAPC
495,S09008,3VP,0.9541,I  95 SB,ST 27 HIGH PLN ST,NBI,DOT,42,8,24.55080032,71,12,49.2336,14,2,8800,54.9,14.9,6,True,0,0,0,False,Sharon,MAPC
496,S09007,3VQ,0.7872,I  95 NB,ST 27 HIGH PLN ST,NBI,DOT,42,8,24.06119919,71,12,44.3628,14,2,8800,52.7,14.9,4,True,0,0,0,False,Sharon,MAPC
497,N25022,3VV,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,NBI,DOT,42,11,19.01040077,71,11,4.4916,12,1,28600,50.6,16.1,9,True,0,0,0,False,Norwood,MAPC
498,N25023,3VW,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,NBI,DOT,42,11,14.41320038,71,11,5.82,12,1,16200,49.1,16.1,8,True,0,0,0,False,Norwood,MAPC
499,W03033,3WL,0.6999,I  95,HWY   CONEY ST,NBI,DOT,42,8,52.23839951,71,12,3.6756,14,2,22000,86.3,17.2,5,True,20,25,40,False,Walpole,MAPC
500,W03015,40X,0.7205,RR    CSX,ST 27 ELM ST,634,DOT,42,8,57.52320099,71,15,36.126,14,2,17500,26.5,15.8,6,True,0,0,0,False,Walpole,MAPC
501,H06005,46Q,0.9726,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,DOT,42,6,25.7723999,70,48,32.5872,14,2,30000,39.6,13.6,7,True,0,0,0,False,Hanover,MAPC
502,M07004,47J,0.9409,WATER SOUTH RIVER,ST  3 A/MAIN ST,NBI,DOT,42,5,39.57720184,70,43,6.9132,14,2,29900,9.8,12.9,5,True,17,23,36,False,Marshfield,MAPC
503,H15002,47K,0.9888,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,DOT,42,14,48.22800064,70,55,55.2216,14,4,36300,112.8,19,7,True,0,0,0,False,Hingham,MAPC
504,H15005,47L,0.7862,RR    MBTA,ST  3 A/CSHNG HWY,NBI,DOT,42,14,40.87319946,70,52,44.886,14,2,20200,18.9,15.8,9,True,0,0,0,False,Hingham,MAPC
505,D14010,48H,0.9042,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,3,58.20479965,70,43,45.8616,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
506,D14010,48J,0.8835,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,3,58.20479965,70,43,45.8616,12,2,42500,33.5,13.5,4,True,0,0,0,True,Duxbury,MAPC
507,H06010,48K,0.8004,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,DOT,42,9,17.14319992,70,51,20.7648,12,2,82000,48.2,13.8,2,True,0,0,0,True,Hanover,MAPC
508,H06010,48L,0.9459,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,DOT,42,9,17.14319992,70,51,20.7648,12,2,82000,48.2,13.8,5,True,0,0,0,False,Hanover,MAPC
509,N24004,48U,0.8845,WATER NORTH RIVER,ST  3 NB,NBI,DOT,42,6,56.83679962,70,46,45.1596,12,2,51000,59.7,13.5,5,True,0,0,0,False,Norwell,MAPC
510,N24003,48V,0.8865,HWY   HIGH ST,ST  3 SB,NBI,DOT,42,9,32.0904007,70,52,31.4832,12,2,55000,52.4,13.8,5,True,0,0,0,False,Norwell,MAPC
511,N24003,48W,0.8662,HWY   HIGH ST,ST  3 NB,NBI,DOT,42,9,32.0904007,70,52,31.4832,12,2,55000,52.4,13.8,3,True,0,0,0,True,Norwell,MAPC
512,N24004,48X,0.8633,WATER NORTH RIVER,ST  3 SB,NBI,DOT,42,6,56.83679962,70,46,45.1596,12,2,51000,59.7,13.5,5,True,0,0,0,False,Norwell,MAPC
513,P05009,48Y,0.8861,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,6,28.53359985,70,46,3.6264,12,3,59000,50.9,14.2,6,True,0,0,0,False,Pembroke,MAPC/OCPC
514,P05009,490,0.91,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,6,28.53359985,70,46,3.6264,12,3,59000,50.9,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
515,R08004,49F,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,DOT,42,9,56.65679932,70,53,39.1884,12,3,63000,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
516,R08004,49G,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,DOT,42,9,56.65679932,70,53,39.1884,12,3,63000,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
517,S09004,ACY,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,DOT,42,7,30,71,11,1,14,2,22400,74.7,13.6,9,True,0,0,0,False,Sharon,MAPC
518,B16691,9AP,0.9885,OTHER RELIEF,I  93 RAMP X ACCS,NBI,DOT,42,20,56.25,71,3,33.7,11,4,18000,39.3,22.6,7,True,0,0,0,False,Boston,MAPC
519,B16689,9AT,0.814814815,COMB  I90 & AMTRAK,HWY   ALBANY ST,NBI,DOT,42,20,45.65000153,71,3,40.4,14,3,0,96.018,15.951,7,True,0,0,0,False,Boston,MAPC
520,F07006,9BH,1,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,NBI,DOT,42,17,58,71,25,34,14,4,52200,27.6,28.8,9,True,0,0,0,False,Framingham,MAPC
521,B16604,9DF,0.9978,RR    MBTA,I  93 RAMP NS,NBI,DOT,42,22,50.5632019,71,4,39.3996,11,2,0,274.5,12.2,7,True,0,0,0,False,Boston,MAPC
522,B16602,9DL,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,49.38000107,71,4,37.29,11,2,0,213.5,12.2,7,True,0,0,0,False,Boston,MAPC
523,B16602,9E2,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,46.20000076,71,4,33.7,11,2,0,182.3,12.2,7,True,0,0,0,False,Boston,MAPC
524,B16602,9E7,1,OTHER RELIEF,I  93 RAMP CL,NBI,DOT,42,22,42.59999847,71,41,34,11,2,0,31,12.2,8,True,0,0,0,False,Boston,MAPC
525,B16605,9E8,0.7895,TR    MBTA ORANGE LINE,I  93 RAMP SN,NBI,DOT,42,22,54.15000153,71,4,37.46,11,1,18500,24.9,7.9,8,True,0,0,0,False,Boston,MAPC
526,B16576,9EK,1,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,25.44000053,71,4,18.51,11,2,0,30.1,15.2,8,True,0,0,0,False,Boston,MAPC
527,B16576,9EL,1,OTHER RELIEF,I  93 RAMPS NS SN,NBI,DOT,42,22,24.38999939,71,4,13.74,11,2,0,64.4,15.7,7,True,0,0,0,False,Boston,MAPC
528,B16656,9N3,1,OTHER RELIEF,I  93 SB,NBI,DOT,42,20,35.41999817,71,3,43.569,11,4,91800,159.9,22.8,7,True,0,0,0,False,Boston,MAPC
529,B16606,9P9,1,HWY   CHARLES RIVER,I  93 STRRW DR CON,NBI,DOT,42,22,6.960000038,71,3,52.14,11,4,62200,253,23.2,7,True,0,0,0,False,Boston,MAPC
530,B16603,9PF,0.992,I  93 RAMPS,I  93 RAMP SA-CN,NBI,DOT,42,22,12.53999996,71,3,47.58,11,2,0,128.7,10.9,6,True,0,0,0,False,Boston,MAPC
531,B16603,9PG,1,HWY   ACCESS RD,I  93 RAMP SA-CN,NBI,DOT,42,22,4,71,3,41,11,2,0,74.7,10.7,7,True,0,0,0,False,Boston,MAPC
532,B16600,9PM,0.9596,"WATER CHARLES RIV, RAMPS",I  93 RAMP SA - CN,NBI,DOT,42,22,7.687297821,71,3,47.6244,11,10,155200,444.2,55.9,7,True,0,0,0,False,Boston,MAPC
533,Q01051,9PN,1,HWY   CENTRE ST,ST  3 RAMP XX,NBI,DOT,42,31,36,71,1,12,14,2,17800,245,10.1,8,True,0,0,0,False,Quincy,MAPC
534,B16662,9Q3,0.740740741,I  90 &I93 RAMP LL,I  93 RAMP K,NBI,DOT,42,20,47,71,3,36.3,11,2,25216,86.1,13,7,True,0,0,0,False,Boston,MAPC
535,B16662,9Q4,0.777777778,COMB  I90&I93RMP LL&AMTK,I  93 RAMP K,NBI,DOT,42,20,44,710,3,37,11,1,0,71.2,7.9,7,True,0,0,0,False,Boston,MAPC
536,B16659,9Q5,0.814814815,COMB  I90&I93RMP LL&AMTK,I  93 RAMP XX,NBI,DOT,42,20,44,71,3,37,11,1,0,82.32,7.9,7,True,0,0,0,False,Boston,MAPC
537,B16656,9Q6,1,COMB  I90 & AMTRAK,I  93 SB,NBI,DOT,42,20,43.73799896,71,3,39.952,11,5,91800,193.2,17.5,7,True,0,0,0,False,Boston,MAPC
