OBJECTID,AllBridges_2013April_BDEPT,AllBridges_2013April_BIN,AllBridges_2013April_FHWA_Record,AllBridges_2013April_Health_Index,AllBridges_2013April_Item___6A,AllBridges_2013April_Item___7,AllBridges_2013April_Item___8_Bridge_Cat,AllBridges_2013April_Item___8_Owner,AllBridges_2013April_Item__16A,AllBridges_2013April_Item__16B,AllBridges_2013April_Item__16C,AllBridges_2013April_Item__17A,AllBridges_2013April_Item__17B,AllBridges_2013April_Item__17C,AllBridges_2013April_Item__26,AllBridges_2013April_Item__28A,AllBridges_2013April_Item__29,AllBridges_2013April_Item__30,AllBridges_2013April_Item__32,AllBridges_2013April_Item__34,AllBridges_2013April_Item__49,AllBridges_2013April_Item__52,AllBridges_2013April_Item__58,AllBridges_2013April_Item_104,AllBridges_2013April_Posting_2_Axle,AllBridges_2013April_Posting_3_Axle,AllBridges_2013April_Posting_5_Axle,AllBridges_2013April_Struct_Def,AllBridges_2013April_Town_Name,AllBridges_2013April_RPA
1187,P03001,2TG,True,1,HWY   LOWELL ST,US  1 SB/NEWBURY,NBI,DOT,42,32,54.8016,70,59,2.5116,14,2,43200,2012,12.75,26,21.72,18.26,8,False,0,0,0,False,Peabody,MAPC
1188,P03006,2QC,True,0.3578,RR    MBTA/BMRR,HWY   WARREN ST,634,DOT,42,31,47.7732,70,55,50.6748,17,2,2200,2012,10.7,30,12.2,11.6,6,False,17,23,36,False,Peabody,MAPC
1189,P03007,AX6,True,1,OTHER PED BIKE PATH,HWY   JOHNSON ST,634,DOT,42,25,6.9,71,12,3.2,17,2,5800,2013,6.4,0,8.5,9.1,8,False,0,0,0,False,Peabody,MAPC
1190,P03008,AX5,True,0.9999,RR    MBTA,HWY   JHNSN ST EXT,634,DOT,42,25,6.9,71,12,3.2,19,1,300,2013,4.3,0,9.1,4.7,8,False,0,0,0,False,Peabody,MAPC
1191,P03009,2QD,True,0.2788,RR    MBTA/BMRR,HWY   ENDICOTT ST,634,DOT,42,31,59.196,70,55,50.7576,17,2,8100,2012,10.4,30,9.1,12.2,6,False,16,21,32,False,Peabody,MAPC
1192,P03010,AF9,True,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,DOT,42,32,6.08,70,55,50.73,14,4,48200,2013,19.5,26,16.9,17.2,7,True,0,0,0,False,Peabody,MAPC
1193,P03013,2RJ,True,0.5904,WATER NORTH RIVER,HWY   HOWLEY ST,NBI,MUN,42,31,25.788,70,55,9.7968,19,2,3400,2011,10.4,0,10.1,16,6,False,5,10,16,True,Peabody,MAPC
1194,P03015,2UE,True,0.9982,HWY   LOWELL ST,ST128,NBI,DOT,42,32,0.4848,70,57,4.7772,12,4,95900,2011,19.5,25,30.5,23.9,6,True,0,0,0,False,Peabody,MAPC
1195,P03016,2UM,True,0.8698,ST128,ST114 ANDOVER ST,NBI,DOT,42,32,22.9128,70,56,17.9052,14,4,40700,2012,19.8,0,26.2,20.2,5,True,0,0,0,False,Peabody,MAPC
1196,P03021,2UF,True,0.9658,HWY   ACCESS RD,ST128,NBI,DOT,42,32,14.1932,70,56,35,12,6,97500,2011,26.8,0,30.8,29.9,6,True,0,0,0,False,Peabody,MAPC
1197,P03023,2VN,True,0.9952,I  95 /ST128,US  1 CONN RPS A&B,NBI,DOT,42,31,8.076,70,59,39.0408,12,6,59400,2011,21.9,20,74.1,23.5,7,True,0,0,0,False,Peabody,MAPC
1198,P03024,2VP,True,0.9753,I  95 RAMP F,I  95 RAMP G,NBI,DOT,42,31,13.4328,70,59,44.2788,12,2,22600,2011,8.1,34,19.8,9.2,8,True,0,0,0,False,Peabody,MAPC
1199,P03025,2VQ,True,0.843,I  95 RAMP C,I  95 RAMP D,NBI,DOT,42,31,17.8608,70,59,41.3844,12,2,12350,2011,6.7,26,13.4,9.2,5,True,0,0,0,False,Peabody,MAPC
1200,P03026,2VR,True,0.9741,US  1 NEWBURY ST,I  95 RAMPS A&B,NBI,DOT,42,31,24.2688,70,59,49.4052,12,6,36300,2013,17.5,46,79.9,21.5,4,True,0,0,0,True,Peabody,MAPC
1201,P03027,2TE,True,1,HWY   RAMP C TO US 1 N,HWY   DEARBON RD,NBI,DOT,42,31,35.0004,70,59,36.5028,19,2,3900,2011,8.5,30,17.1,13.2,7,False,0,0,0,False,Peabody,MAPC
1202,P03036,2VW,True,0.7422,RR    MBTA,I  95 NB,NBI,DOT,42,32,58.8,70,58,50.6,11,4,79700,2013,22.6,21,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
1203,P03036,2VX,True,0.7402,RR    MBTA,I  95 SB,NBI,DOT,42,32,50.7,70,58,55.1,11,4,79700,2013,22.6,21,9.3,82.8,6,True,0,0,0,False,Peabody,MAPC
1204,P03037,31T,True,0.7511,I  95,HWY   FOREST ST,NBI,DOT,42,31,56.4096,70,58,56.0964,19,2,3400,2013,12.2,30,89,15,6,False,0,0,0,False,Peabody,MAPC
1205,P03040,2VU,True,0.7299,HWY   LOWELL ST,I  95 NB,NBI,DOT,42,32,49.6104,70,58,57.1512,11,4,79700,2013,22.9,43,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
1206,P03040,2VV,True,0.7493,HWY   LOWELL ST,I  95 SB,NBI,DOT,42,32,50.1468,70,58,57.8496,11,4,60000,2013,22.9,43,23.5,21.1,6,True,0,0,0,False,Peabody,MAPC
1207,P03044,2VT,True,0.5684,US  1 NB/NEWBURY ST,I  95 SB CONNECTOR,NBI,DOT,42,32,33.54,70,59,11.3892,12,4,23000,2011,11.6,32,34.1,13,6,True,0,0,0,False,Peabody,MAPC
1208,P03045,31U,True,0.945,ST128,HWY   FOREST ST,NBI,DOT,42,31,42.9528,70,57,17.4636,19,6,16900,2012,25,0,69.8,27.7,6,False,0,0,0,False,Peabody,MAPC
1209,P03046,2VY,True,0.9595,I  95 RAMP FROM US 1 NB,I  95,NBI,DOT,42,32,30.174,70,59,6.378,11,6,79700,2012,40.2,52,66.4,41.1,7,True,0,0,0,False,Peabody,MAPC
1210,P03047,2W0,True,0.6742,I  95 RAMP E,I  95 RAMP G,NBI,DOT,42,31,27.0912,70,58,48.1764,12,3,18000,2012,13.1,47,32.6,13.9,7,True,0,0,0,False,Peabody,MAPC
1211,P03048,2W1,True,0.739,ST128,I  95 RAMP G,NBI,DOT,42,31,23.8548,70,58,42.2112,12,3,16300,2012,14,38,83.5,13.9,7,True,0,0,0,False,Peabody,MAPC
1212,P03049,2W2,True,0.8155,I  95 RAMP J,I  95 RAMP G,NBI,DOT,42,31,21.936,70,58,38.6688,12,3,18000,2012,12.8,59,53.9,13.9,7,True,0,0,0,False,Peabody,MAPC
1213,P03050,2UG,True,0.6641,I  95 RAMP J,I  95 /ST128,NBI,DOT,42,31,25.4568,70,58,26.292,12,6,86900,2012,49.1,9,31.4,49.9,7,True,0,0,0,False,Peabody,MAPC
1214,P03051,2LJ,True,0.9461,I  95 /ST128,HWY   FARM AVENUE,NBI,DOT,42,31,22.6344,70,58,54.3576,19,2,3500,2012,13.7,0,87.8,17.4,5,False,0,0,0,False,Peabody,MAPC
1215,P05009,48Y,True,0.8861,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,DOT,42,6,28.5336,70,46,3.6264,12,3,59000,2012,11.6,39,50.9,14.2,6,True,0,0,0,False,Pembroke,MAPC/OCPC
1216,P05009,490,True,0.91,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,DOT,42,6,28.5336,70,46,3.6264,12,3,59000,2012,11.6,39,50.9,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
1217,Q01002,4DA,True,0.9305,WATER BLACK CREEK,HWY   QNCY SHOR DR,NBI,DOT,42,15,56.4084,70,59,51.234,16,4,41000,2011,16.5,10,12.2,24.7,N,False,0,0,0,False,Quincy,MAPC
1218,Q01003,4UB,True,-1,TR    RED LINE SSH,HWY   W SQUANTM ST,NBI,MBT,42,16,28.9884,71,1,46.272,16,4,8200,1997,13.4,5,73.5,19.1,7,False,0,0,0,False,Quincy,MAPC
1219,Q01003,B2R,True,0.9805,HWY   NEWPORT AVE/OTHER,HWY   W SQUANTM ST,NBI,MBT,42,16,28.98,71,1,46.27,16,4,27300,2011,13.4,5,27.7,19.1,6,False,0,0,0,False,Quincy,MAPC
1220,Q01003,B32,True,0.9448,OTHER PARKING,HWY   W SQUA ON RP,NBI,DOT,42,16,28.98,71,1,46.27,16,2,3500,2011,6.7,0,89.9,9.8,6,False,0,0,0,False,Quincy,MAPC
1221,Q01003,B33,True,0.9357,OTHER RELIEF,HWY   W SQU OFF RP,NBI,DOT,42,16,28.98,71,1,46.27,16,2,4100,2011,6.7,0,60.8,9.8,6,False,0,0,0,False,Quincy,MAPC
1222,Q01004,4UC,True,0.740740741,TR    RED LINE SSH,HWY   BEALE ST,NBI,MBT,42,15,55.764,71,1,11.154,16,5,8200,1997,17.1,6,20.1,22,7,False,22,27,38,False,Quincy,MAPC
1223,Q01005,4UE,True,0.740740741,TR    RED LINE SSH,HWY   ADAMS ST,NBI,MBT,42,15,22.0752,71,0,35.316,14,4,14100,1997,15.2,40,21.3,21.2,6,False,0,0,0,False,Quincy,MAPC
1224,Q01006,4UF,True,0.740740741,TR    RED LINE SSH,HWY   DIMMOCK ST,NBI,MBT,42,15,11.3256,71,0,24.5628,17,2,3000,1997,13.4,8,22.3,17.8,7,False,22,29,38,False,Quincy,MAPC
1225,Q01007,4UG,True,0.740740741,TR    RED LINE SSH,HWY   GRANITE ST,NBI,MBT,42,14,54.7404,71,0,14.2812,14,4,8200,1997,21.9,49,24.7,29.9,6,False,23,28,37,False,Quincy,MAPC
1226,Q01008,4UD,True,0.740740741,TR    RED LINE SSH,HWY   SCHOOL ST,NBI,MBT,42,14,37.716,71,0,16.9704,16,4,12114,1997,13.4,19,35.4,17.7,6,False,0,0,0,False,Quincy,MAPC
1227,Q01009,399,True,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,DOT,42,16,44.7708,71,1,58.7532,14,4,29000,2010,14.6,60,74,19.5,5,True,15,19,29,False,Quincy,MAPC
1228,Q01016,3F5,True,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,DOT,42,15,7.9092,70,59,24.5472,14,4,45000,2012,20.1,17,16.3,89.9,N,True,0,0,0,False,Quincy,MAPC
1229,Q01020,4UH,True,0.777777778,COMB  BRGN PKY&MBTA&REDS,HWY   WATER ST,NBI,MBT,42,14,28.3128,71,0,20.4156,16,4,8200,1997,14.6,46,60.4,19.1,7,False,0,0,0,False,Quincy,MAPC
1230,Q01038,3FG,True,0.4688,I  93 /US1/ST3,HWY   STEDMAN ST,NBI,DOT,42,15,6.7104,71,2,18.564,19,2,2700,2012,9.1,25,43.3,12.9,5,False,0,0,0,False,Quincy,MAPC
1231,Q01039,3FF,True,0.5408,I  93 /US1/ST3,HWY   ROBERTSON ST,NBI,DOT,42,15,2.196,71,2,17.1276,19,1,13900,2012,11,23,42.4,14.8,4,False,0,0,0,True,Quincy,MAPC
1232,Q01040,3FE,True,0.7409,I  93 /US1/ST3,HWY   BATES AVE,NBI,DOT,42,14,50.478,71,2,12.606,19,2,5900,2012,9.1,32,47.5,12.9,7,False,0,0,0,False,Quincy,MAPC
1233,Q01041,3BD,True,0.9068,HWY   WILLARD ST,I  93 /US1/ST3,NBI,DOT,42,14,40.9344,71,1,54.9912,16,10,22000,2012,33.5,36,28.7,42.1,6,True,0,0,0,False,Quincy,MAPC
1234,Q01042,3BC,True,0.737,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,DOT,42,14,28.3956,71,1,33.546,11,10,202200,2012,33.5,0,22.6,36,7,True,0,0,0,False,Quincy,MAPC
1235,Q01043,3FD,True,0.9899,I  93 /US1/ST3,HWY   FRN BRK PKWY,NBI,DOT,42,14,35.4264,71,1,41.9196,16,2,11000,2012,12.2,8,38.7,15.7,7,False,0,0,0,False,Quincy,MAPC
1236,Q01044,3BA,True,0.9642,HWY   WEST ST,I  93 OFF RAMP NB,NBI,DOT,42,14,24,71,1,30,16,1,12300,2012,7,58,29.8,7.6,7,True,0,0,0,False,Quincy,MAPC
1237,Q01044,3BB,True,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,DOT,42,14,24,71,1,30,16,1,7200,2012,7,58,30.1,7.2,7,True,0,0,0,False,Quincy,MAPC
1238,Q01044,3BE,True,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,DOT,42,14,23.9496,71,1,29.532,11,9,191000,2012,16.5,58,30.4,37.3,7,True,0,0,0,False,Quincy,MAPC
1239,Q01046,2J8,True,0.8439,ST 28 RANDOLPH RD,I  93 SB/US1NB,NBI,DOT,42,12,20.8116,71,3,56.4084,12,5,104000,2012,19.8,14,52.7,22,6,True,0,0,0,False,Quincy,MAPC
1240,Q01049,2GT,True,0.7632,RR    CSX SPUR TO LEDGER,ST  3 RPS CC&C&X&Y,NBI,DOT,42,31,36,71,1,12,14,8,24500,2011,47.5,43,22.6,59.4,7,True,0,0,0,False,Quincy,MAPC
1241,Q01051,2GU,True,0.922,OTHER RELIEF,ST  3 RAMP Y @ T,NBI,DOT,42,31,36,71,1,12,14,2,7100,2011,8.5,60,150.3,9.5,7,True,0,0,0,False,Quincy,MAPC
1242,Q01051,2GV,True,0.6762,HWY   RAMPS C & CC,ST  3 RAMP X @ T,NBI,DOT,42,31,36,71,1,12,14,1,5000,2011,6.7,45,194.5,7.7,6,True,0,0,0,False,Quincy,MAPC
1243,Q01051,9PN,True,1,HWY   CENTRE ST,ST  3 RAMP XX,NBI,DOT,42,13,36,71,1,12,14,2,18000,2011,9,0,245,10.1,7,True,0,0,0,False,Quincy,MAPC
1244,Q01055,AN3,True,1,COMB  MBTA&REDS&PARKING,HWY   QNCY CTR CON,NBI,MUN,42,14,45,71,0,13,14,5,34900,2012,19.5,86,63.9,48.7,7,False,0,0,0,False,Quincy,MAPC
1245,R01001,37A,True,0.7604,OTHER BIKE PATH,ST 28 N MAIN ST,634,DOT,42,10,2.2404,71,2,40.938,14,4,24300,2011,14,23,11.3,19.2,6,False,0,0,0,False,Randolph,MAPC
1246,R01004,AAY,True,0.7294,HWY   CANTON ST,ST 24 NB,NBI,DOT,42,11,7.1484,71,4,36.03,12,3,69200,2012,15.8,24,20.1,18.3,5,True,0,0,0,False,Randolph,MAPC
1247,R01004,343,True,0.7042,HWY   CANTON ST,ST 24 SB,NBI,DOT,42,11,7.1484,71,4,36.03,12,3,69200,2012,15.8,24,20.1,18.3,5,True,0,0,0,False,Randolph,MAPC
1248,R01005,359,True,0.7318,ST 24 NB,I  93 NB/US1SB,NBI,DOT,42,12,8.4708,71,4,53.2668,11,3,201000,2012,15.5,54,64.6,17.7,5,True,0,0,0,False,Randolph,MAPC
1249,R01006,344,True,0.5444,ST 24 SB CURVE S,ST 24 NB CURVE G,NBI,DOT,42,12,3.5964,71,4,44.7888,12,2,38000,2011,11.6,45,26.4,13.8,5,True,0,0,0,False,Randolph,MAPC
1250,R01007,35A,True,0.9494,ST 24 SB,I  93 NB/US1NB,NBI,DOT,42,12,9.5472,71,4,42.024,11,3,196000,2012,15.5,42,25.9,17.7,5,True,0,0,0,False,Randolph,MAPC
1251,R01009,358,True,0.6591,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,DOT,42,12,18.3384,71,3,55.0764,11,5,198000,2012,21,9,49.7,22,5,True,0,0,0,False,Randolph,MAPC
1252,R01012,597,True,1,ST 24,HWY   MDC ACCSS RD,NBI,DOT,42,11,36,71,4,42,19,2,1,2011,6,0,76.5,9.1,9,False,0,0,0,False,Randolph,MAPC
1253,R03001,AD9,True,0.9768,RR    MBTA/BMRR,HWY   MINERAL ST,634,DOT,42,31,12.12,71,6,19.09,19,2,2050,2011,6.7,24,36.4,10.7,7,False,0,0,0,False,Reading,MAPC
1254,R03002,2KU,True,0.8332,RR    MBTA/BMRR,ST129 LOWELL ST,NBI,DOT,42,32,10.5684,71,7,52.3236,14,2,28448,2013,13.4,50,36.6,16.2,5,False,0,0,0,False,Reading,MAPC
1255,R03008,2F0,True,0.7425,ST 28 MAIN ST,I  95 /ST128,NBI,DOT,42,30,12.8448,71,6,9.5688,12,8,154000,2013,35.4,5,28,46.4,5,True,0,0,0,False,Reading,MAPC
1256,R03010,2HL,True,0.728,HWY   WEST ST,I  93,NBI,DOT,42,30,32.742,71,7,25.9284,11,8,157000,2012,42.7,21,48.2,47.2,7,True,0,0,0,False,Reading,MAPC
1257,R03011,2HK,True,0.5661,I  95 /ST128,I  93,NBI,DOT,42,30,7.902,71,7,8.6556,11,8,169800,2013,41.5,29,75.6,52.5,5,True,0,0,0,False,Reading,MAPC
1258,R05001,4DB,True,0.5203,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,DOT,42,24,17.9856,71,0,17.298,16,6,77000,2011,11,19,31.7,29.6,5,True,3,3,3,True,Revere,MAPC
1259,R05002,3AG,True,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,DOT,42,26,8.0844,71,1,12.3492,12,4,114000,2013,18.3,0,42.3,24.3,5,True,0,0,0,False,Revere,MAPC
1260,R05003,4U8,True,0.740740741,TR    BLUE LINE,HWY   BEACH ST,NBI,MBT,42,24,30.5388,70,59,35.9268,16,3,8900,1997,10.4,8,11.9,15.2,6,False,15,27,42,False,Revere,MAPC
1261,R05004,3FQ,True,0.9964,RR    MBTA/BMRR,ST  1 A/VFW PKWY,634,DOT,42,24,34.2252,71,0,3.4956,14,4,28100,2011,18.3,59,42.1,26.7,7,False,0,0,0,False,Revere,MAPC
1262,R05007,7L5,True,1,WATER PINES RIVER,ST107 SALEM TPK,NBI,DOT,42,25,50.81,70,59,53.49,14,4,37400,2011,0,0,46.3804,26.797,8,True,0,0,0,False,Revere,MAPC
1263,R05009,A96,True,1,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,DOT,42,25,41.34,70,59,58.43,14,4,31800,2011,0,0,20.0152,23.9776,8,True,0,0,0,False,Revere,MAPC
1264,R05011,AYH,True,1,RR    MBTA/BMRR,HWY   REVERE ST,NBI,DOT,42,25,6.6504,70,59,39.5268,16,2,10300,2012,10.9,31,27.789,15.95,7,False,0,0,0,False,Revere,MAPC
1265,R05015,4DD,True,0.2791,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,DOT,42,24,14.508,71,1,4.3104,14,6,49000,2012,11,0,24.1,26.4,4,True,0,0,0,True,Revere,MAPC
1266,R05016,4DC,True,0.5519,COMB  BLUE LN & STATE RD,ST145 REV BCH PKWY,NBI,DOT,42,24,0.1764,70,59,31.02,16,6,34100,2013,23.2,41,34.4,26.1,4,False,14,17,24,True,Revere,MAPC
1267,R05017,39B,True,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,DOT,42,24,15.714,71,0,10.332,14,4,59000,2011,18.3,5,42.4,24.5,6,True,0,0,0,False,Revere,MAPC
1268,R05018,39C,True,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,DOT,42,24,24.9156,71,0,10.656,14,4,52900,2012,20.1,40,53.9,24.4,6,True,0,0,0,False,Revere,MAPC
1269,R05019,39D,True,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,50300,2012,9.1,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
1270,R05020,39E,True,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,54010,2012,9.1,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
1271,R05021,39F,True,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,50300,2012,24.4,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
1272,R05027,3AH,True,0.8939,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,DOT,42,24,22.8996,71,1,36.0732,12,6,66200,2012,36.6,36,38.7,37.8,5,True,0,0,0,False,Revere,MAPC
1273,R05028,3AJ,True,0.7478,HWY   HYSIL AVE,US  1 NE XWAY,NBI,DOT,42,24,43.8228,71,1,49.9476,12,6,66200,2012,33.5,0,17.7,34.9,6,True,0,0,0,False,Revere,MAPC
1274,R05029,3ER,True,0.6556,US  1 NE XWAY,HWY   PARK AVE,NBI,DOT,42,24,55.0296,71,1,54.2748,16,2,7700,2012,9.8,24,43.3,15.2,6,False,0,0,0,False,Revere,MAPC
1275,R05030,3ET,True,0.7595,US  1 NE XWAY,HWY   MOUNTAIN AVE,NBI,DOT,42,25,2.0208,71,1,53.1624,17,2,4285,2012,9.1,4,39.3,15.2,6,False,0,0,0,False,Revere,MAPC
1276,R05033,3AK,True,0.7634,HWY   MALDEN ST,US  1 NE XWAY,NBI,DOT,42,25,35.688,71,1,18.7824,12,6,66200,2012,34.1,4,17.6,36,6,True,0,0,0,False,Revere,MAPC
1277,R05038,3AM,True,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,DOT,42,25,44.1408,71,1,9.0012,12,4,77600,2012,29.6,13,43.3,30.9,5,True,0,0,0,False,Revere,MAPC
1278,R05039,3AN,True,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,DOT,42,25,52.4532,71,1,4.476,12,6,66200,2012,25.6,25,147.2,27,5,True,0,0,0,False,Revere,MAPC
1279,R05041,3AP,True,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,DOT,42,25,16.9284,71,1,42.492,12,6,83000,2011,34.1,13,27.4,35.9,6,True,0,0,0,False,Revere,MAPC
1280,R05054,39H,True,0.768,ST  1 A/RAMP A&B,ST  1 A/N SHORE RD,NBI,DOT,42,26,25.0224,70,58,8.8212,14,5,34800,2012,21.9,28,33.2,27.2,7,False,0,0,0,False,Revere,MAPC
1281,R05055,3FP,True,0.9043,RR    MBTA/BMRR,HWY   RAILROAD AVE,634,DOT,42,24,10.3896,71,0,22.248,16,1,2230,2011,5.5,35,11.6,6.9,4,False,14,18,28,True,Revere,MAPC
1282,R05057,4U9,True,0.740740741,TR    BLUE LINE,HWY   SHIRLEY AVE,NBI,MBT,42,24,25.83,70,59,35.376,17,3,3300,1997,13.4,0,13.4,18.7,6,False,0,0,0,False,Revere,MAPC
1283,R05061,ATA,True,0.6693,WATER TOWN LINE BROOK,US  1 CUTLER HWY,NBI,DOT,42,26,18,71,0,30,12,4,75400,2011,18.9,0,26.5,0,N,True,0,0,0,False,Revere,MAPC
1284,R08004,49F,True,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,DOT,42,9,56.6568,70,53,39.1884,12,3,63000,2011,13.75,41,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
1285,R08004,49G,True,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,DOT,42,9,56.6568,70,53,39.1884,12,3,63000,2011,13.73,41,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
1286,R09001,30P,True,1,RR    RGCO RR (ABAND),ST127 GRANITE ST,NBI,DOT,42,39,59.5944,70,37,32.448,16,2,9800,2012,9.1,0,16.5,9.3,N,False,0,0,0,False,Rockport,MAPC
1287,S01001,2UN,True,0.190000075,WATER NORTH RIVER,ST114 NORTH ST,NBI,DOT,42,31,28.5348,70,53,59.5068,14,4,18400,2013,18.3,0,7.3,0,N,True,0,0,0,True,Salem,MAPC
1288,S01003,2QG,True,0.6572,WATER NORTH RIVER,HWY   GROVE ST,NBI,MUN,42,31,15.816,70,54,39.2004,17,2,4100,2011,11,11,8.2,17.9,N,False,0,0,0,False,Salem,MAPC
1289,S01004,2QE,True,0.9688,WATER SOUTH RIVER,HWY   CONGRESS ST,NBI,MUN,42,31,8.706,70,53,24.702,17,2,8100,2012,13.1,23,41.1,19.9,7,False,0,0,0,False,Salem,MAPC
1290,S01005,31M,True,0.6363,WATER FOREST RIVER,ST114 LAFAYETTE ST,NBI,DOT,42,29,47.0004,70,53,13.9344,14,2,25300,2011,19.5,17,15.8,19.7,6,False,0,0,0,False,Salem,MAPC
1291,S01006,2QF,True,0.7365,RR    MBTA/BMRR,HWY   JEFFRSON  AV,NBI,MUN,42,30,12.438,70,54,3.762,16,2,15500,2011,14.3,30,23.2,18.5,6,False,0,0,0,False,Salem,MAPC
1292,S01009,32Q,True,1,COMB  US 1A BYPASS & MBT,HWY   MARCH ST,634,DOT,42,31,58.3176,70,53,26.0844,19,2,514,2011,7.9,0,28.7,10.5,7,False,0,0,0,False,Salem,MAPC
1293,S01017,32V,True,0.6704,RR    MBTA (MAIN LINE),ST107 BRIDGE ST,634,DOT,42,31,25.5252,70,53,48.9624,14,2,17500,2011,11.9,10,11,36.1,N,True,0,0,0,False,Salem,MAPC
1294,S01017,32R,True,0.6706,RR    MBTA (STORAGE TUN),ST107 BRIDGE ST,634,DOT,42,31,25.9392,70,53,46.8708,14,2,17500,2011,11.9,30,57.9,93,N,True,0,0,0,False,Salem,MAPC
1295,S01018,32T,True,0.4408,COMB  ST107/BRG ST&MBTA,ST114 NORTH ST,634,DOT,42,31,24.672,70,53,57.9768,14,4,3400,2012,22.9,14,42.1,22.1,5,True,20,25,36,True,Salem,MAPC
1296,S01019,32U,True,0.7,RR    MBTA (TUNNEL),ST114 /ST1A/WSHNGN,634,DOT,42,31,17.5296,70,53,46.7124,14,2,27500,2011,12.8,0,11,304.8,N,False,0,0,0,False,Salem,MAPC
1297,S01021,AV1,True,0.9893,WATER NORTH RIVER CANAL,HWY   FLINT ST,NBI,MUN,42,31,14.88,70,54,20.61,19,2,8900,2012,11,5,13.8,36.8,7,False,0,0,0,False,Salem,MAPC
1298,S01024,2QH,True,0.7001,HWY   PARALLEL ST,HWY   JEFFRSON  AV,NBI,MUN,42,30,10.8396,70,54,2.1456,16,2,13200,2012,14,30,7.6,18.1,6,False,0,0,0,True,Salem,MAPC
1299,S05001,2TL,True,0.6507,WATER SAUGUS RIVER,US  1 BROADWAY,NBI,DOT,42,28,57.4896,71,1,13.2672,14,8,84000,2010,32.9,0,7.9,40.5,6,True,0,0,0,False,Saugus,MAPC
1300,S05003,A84,True,1,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,DOT,42,26,10.64,70,59,38.72,14,4,35000,2011,0,0,20.0152,23.9776,8,True,0,0,0,False,Saugus,MAPC
1301,S05004,2QQ,True,0.9529,WATER SAUGUS RIVER,HWY   CENTRAL ST,NBI,MUN,42,28,24.7692,71,0,28.5552,17,2,7700,2013,9.1,14,12.2,13,6,False,0,0,0,False,Saugus,MAPC
1302,S05014,2QP,True,1,WATER SAUGUS RIVER,HWY   HAMILTON ST,NBI,MUN,42,27,56.664,71,0,16.9416,16,2,4700,2011,7.3,22,12.8,11.3,7,False,0,0,0,False,Saugus,MAPC
1303,S05015,31Y,True,0.9471,US  1 BROADWAY,HWY   MAIN ST,NBI,DOT,42,27,53.7588,71,1,31.0908,14,2,15400,2012,12.2,10,30.5,16.1,6,False,0,0,0,False,Saugus,MAPC
1304,S05016,31C,True,0.7479,US  1 BROADWAY,ST129 WALNUT ST,NBI,DOT,42,29,20.0796,71,1,2.5788,14,2,19500,2011,12.2,23,50.7,15.9,6,False,0,0,0,False,Saugus,MAPC
1305,S05017,320,True,0.9941,US  1 BROADWAY,HWY   ESSEX ST,NBI,DOT,42,27,26.3988,71,1,27.21,16,2,13700,2012,12.2,17,41.8,16.5,6,False,0,0,0,False,Saugus,MAPC
1306,S05025,BK6,True,1,WATER CONSERVATION AREA,HWY   LISA LANE,NBI,MUN,42,28,0.5,71,1,18.4,9,2,390,2012,8.38,0,27.63,9.14,N,False,0,0,0,False,Saugus,MAPC
