OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
1288,B16365,4FG,True,0.5767,WATER MUDDY RIVER,HWY   BWKR SB ONRP,NBI,DOT,42,21,1.3968,71,5,33.1259,12,2,13600,2014,9.1,5,67.1,9.8,4,True,0,0,0,True,Boston,MAPC
1289,B16365,4FH,True,0.5524,OTHER RELIEF,HWY   BWKR NB OFRP,NBI,DOT,42,21,2.5848,71,5,32.1791,12,2,10062,2014,7.3,0,64,7.3,4,True,0,0,0,True,Boston,MAPC
1290,B16365,4FJ,True,0.4974,HWY   STRRW DR WB ON RMP,HWY   BWKR NB OFRP,NBI,DOT,42,21,1.8,71,5,31.5,12,2,15074,2014,13.7,10,45.7,9.1,4,True,0,0,0,True,Boston,MAPC
1291,B16365,4FK,True,0.4952,HWY   BOWKR ON & OFF RPS,HWY   STORRW DR EB,NBI,DOT,42,21,3.87,71,5,33.7416,12,2,32400,2014,11,0,201.2,9.1,4,True,0,0,0,True,Boston,MAPC
1292,B16365,4FL,True,0.9865,HWY   STRRW DR WB & OFRP,HWY   STRW WB ONRP,NBI,DOT,42,21,5.0544,71,5,34.7675,12,2,16700,2011,7.3,5,128,8.6,7,True,0,0,0,False,Boston,MAPC
1293,B16257,4FM,True,0.9215,HWY   EMBKNT EB&WB ON RP,HWY   EMBKT WB OFF,NBI,DOT,42,21,44.4348,71,4,18.4656,12,2,9700,2013,9.1,16,151.2,9.8,6,True,0,0,0,False,Boston,MAPC
1294,B16258,4FN,True,0.8513,HWY   EMBANKMENT RD EB,HWY   EMBKT WB ON,NBI,DOT,42,21,44.7912,71,4,15.8952,12,2,10500,2013,9.1,8,47.2,9.8,7,True,0,0,0,True,Boston,MAPC
1295,B16376,4FP,True,0.6703,HWY   SOLDIERS FIELD RD,HWY   N HARVARD ST,NBI,DOT,42,22,6.0743,71,7,25.2875,14,4,32000,2012,15.8,7,19.2,22.9,5,True,0,0,0,False,Boston,MAPC
1296,B16390,4FQ,True,0.9495,OTHER RELIEF,ST  3 A/HNCK OFFRP,NBI,DOT,42,16,57.9431,71,2,15.1403,14,1,13600,2013,5,0,67.7,8.7,7,True,0,0,0,False,Boston,MAPC
1297,B16390,4FR,True,0.979,ST  3 A/HNCK NB&MBTA&RED,HWY   QUINCY SHORE,NBI,DOT,42,16,55.7435,71,2,10.6403,16,2,32000,2013,17.1,0,458,20.1,8,False,0,0,0,False,Boston,MAPC
1298,B16390,4FT,True,0.9983,OTHER RELIEF,ST  3 A/HANCK ONRP,NBI,DOT,42,16,59.0267,71,2,14.4816,14,2,16800,2013,7.3,0,68,9.1,8,True,20,25,36,False,Boston,MAPC
1299,B16390,4FU,True,0.995,OTHER PARKING,HWY   QUINCY SHORE,NBI,DOT,42,16,55.4844,71,2,6.6228,14,1,1300,2013,5.6,0,76.9,9.5,7,False,20,25,36,False,Boston,MAPC
1300,A10013,9WP,True,0.7252,WATER ALEWIFE BROOK,HWY   HENDERSON ST,NBI,DOT,42,24,15.8147,71,8,4.3368,19,1,500,2013,7.6,0,9.1,9.6,N,False,0,0,0,False,Arlington,MAPC
1301,S20024,4NM,True,0.928,HWY   WOODLAND RD,I  90 EB,NBI,DOT,42,16,50.1131,71,30,53.2044,11,3,48000,2014,15.4,0,12.8,17.2,6,True,0,0,0,False,Southborough,MAPC
1302,S20024,4NN,True,0.899,HWY   WOODLAND RD,I  90 WB,NBI,DOT,42,16,50.714412,71,30,53.4162,11,3,48000,2014,16.5,0,12.8,17.2,6,True,0,0,0,False,Southborough,MAPC
1303,S20023,4NP,True,0.7354,ST 85 CORDAVILLE RD,I  90 EB,NBI,DOT,42,16,40.677,71,31,30.6912,11,3,47093,2006,16,13,35.1,17.2,5,True,0,0,0,False,Southborough,MAPC
1304,S20023,4NQ,True,0.8979,ST 85 CORDAVILLE RD,I  90 WB,NBI,DOT,42,16,41.3832,71,31,30.7266,11,3,47093,2006,16,13,35.61,17.2,5,True,0,0,0,False,Southborough,MAPC
1305,S20022,4NR,True,0.8888,HWY   PARKERVILLE RD,I  90 EB,NBI,DOT,42,16,30.9606,71,32,9.2148,11,6,46936,2013,16,24,13.72,17.2,5,True,0,0,0,False,Southborough,MAPC
1306,S20022,4NT,True,0.8943,HWY   PARKERVILLE RD,I  90 WB,NBI,DOT,42,16,31.6884,71,32,9.1284,11,3,68385,2013,16.1,24,14,17.2,6,True,0,0,0,False,Southborough,MAPC
1307,H23014,4NU,True,0.9922,WATER SUDBURY RIVER,I  90,NBI,DOT,42,16,2.5608,71,33,46.4508,11,6,94186,2006,15.8496,0,9.1,0,N,True,0,0,0,False,Hopkinton,MAPC
1308,H23013,4NV,True,0.7052,I  90,I  90 RMPS INT 11A,NBI,DOT,42,15,52.3115,71,34,10.2828,11,4,10000,2014,14,9,83.9,15.9,7,True,0,0,0,False,Hopkinton,MAPC
1309,H23015,4NW,True,0.7333,ST135 WOOD ST,I  90 EB,NBI,DOT,42,15,1.5942,71,35,8.5266,1,6,89239,2014,16.3,11,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
1310,H23015,4NX,True,0.6514,ST135 WOOD ST,I  90 WB,NBI,DOT,42,15,1.9686,71,35,9.4806,1,3,89239,2014,16.3,11,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
1311,A14020,4NY,True,0.8051,I  90,HWY   OAK ST,NBI,DOT,42,17,7.1447,71,29,53.3795,16,2,3000,2013,7.3,21,63.4,10.5,7,False,0,0,0,False,Ashland,MAPC
1312,F07060,4P0,True,0.94,I  90,I  90 RAMPS INT 13,NBI,DOT,42,18,46.3499,71,23,5.3592,12,3,45000,2014,15.2,25,71.9,16.7,6,True,0,0,0,False,Framingham,MAPC
1313,F07061,4P1,True,0.5312,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,DOT,42,18,27.3023,71,23,14.6724,12,2,45000,2014,12.2,11,38.4,15.8,7,True,0,0,0,False,Framingham,MAPC
1314,F07047,4P2,True,0.6887,RR    CSX,I  90 EB,NBI,DOT,42,18,47.5338,71,23,16.4148,11,4,52000,2013,21,40,43,22.1,7,True,0,0,0,False,Framingham,MAPC
1315,F07047,4P3,True,0.6833,RR    CSX,I  90 WB,NBI,DOT,42,18,48.4812,71,23,17.142,11,3,52000,2013,18.1,40,43,19,6,True,0,0,0,False,Framingham,MAPC
1316,F07059,4P4,True,0.9577,I  90,HWY   OLD CONN PTH,NBI,DOT,42,18,49.5036,71,23,26.7684,16,2,8000,2014,13.4,8,69.2,17.4,7,False,0,0,0,False,Framingham,MAPC
1317,F07058,4P5,True,0.7768,ST126 CONCORD ST,I  90 EB,NBI,DOT,42,18,55.3428,71,24,3.078,11,3,55000,2013,18.6,24,38.1,19.5,6,True,0,0,0,False,Framingham,MAPC
1318,F07058,4P6,True,0.8168,ST126 CONCORD ST,I  90 WB,NBI,DOT,42,18,56.0412,71,24,3.189,11,3,55000,2013,18.6,24,38.1,19.5,6,True,0,0,0,False,Framingham,MAPC
1319,F07046,4P7,True,0.7748,WATER SUDBURY RIVER,I  90 EB,NBI,DOT,42,18,51.5124,71,24,59.0358,11,3,55000,2013,18,25,54.9,18.6,6,True,0,0,0,False,Framingham,MAPC
1320,F07046,4P8,True,0.7068,WATER SUDBURY RIVER,I  90 WB,NBI,DOT,42,18,51.9546,71,24,59.5584,11,3,55000,2013,18,25,54.9,18.6,6,True,0,0,0,False,Framingham,MAPC
1321,F07057,4P9,True,0.6056,HWY   CENTRAL ST,I  90 EB,NBI,DOT,42,18,52.4016,71,24,55.5551,11,3,55000,2013,18.2,25,20.5,19.1,6,True,0,0,0,False,Framingham,MAPC
1322,F07057,4PA,True,0.6052,HWY   CENTRAL ST,I  90 WB,NBI,DOT,42,18,52.9955,71,24,55.422,11,3,55000,2013,18.2,25,20.5,19.1,7,True,0,0,0,False,Framingham,MAPC
1323,F07056,4PB,True,0.7857,HWY   EDGELL RD,I  90 EB,NBI,DOT,42,18,33.966,71,26,11.1335,11,3,52510,2013,17.1,22,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
1324,F07056,4PC,True,0.7593,HWY   EDGELL RD,I  90 WB,NBI,DOT,42,18,34.1531,71,26,11.328,11,3,52510,2013,17.1,22,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
1325,F07055,4PD,True,0.6838,I  90,HWY   GROVE ST,NBI,DOT,42,18,23.598,71,26,34.3355,17,2,3200,2014,9.1,0,60,12.5,7,False,0,0,0,False,Framingham,MAPC
1326,F07053,4PE,True,0.7374,I  90,ST 30 PLEASANT ST,NBI,DOT,42,18,14.6844,71,26,49.344,16,2,8000,2014,9.1,45,87.8,12.8,6,False,0,0,0,False,Framingham,MAPC
1327,F07052,4PF,True,0.515,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,DOT,42,18,6.2207,71,27,14.814,17,2,4000,2014,9.1,30,106.4,12.5,6,False,0,0,0,False,Framingham,MAPC
1328,F07048,4PG,True,0.7932,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,DOT,42,18,40.8162,71,23,9.0702,12,6,35000,2013,28,11,12.2,30,7,True,0,0,0,False,Framingham,MAPC
1329,F07045,4PH,True,0.5989,WATER MDC RES 3,I  90 EB,NBI,DOT,42,18,1.9692,71,28,12.9935,11,3,82000,2014,18.33,0,39.3,19.5,5,True,0,0,0,True,Framingham,MAPC
1330,F07045,4PJ,True,0.6994,WATER MDC RES 3,I  90 WB,NBI,DOT,42,18,2.4911,71,28,13.206,11,3,82000,2014,18.33,0,39.3,19.5,5,True,0,0,0,True,Framingham,MAPC
1331,F07044,4PK,True,0.8712,RR    CSX,I  90,NBI,DOT,42,17,55.7592,71,28,32.0051,11,6,105000,2013,36,35,17.7,45,N,True,0,0,0,False,Framingham,MAPC
1332,F07050,4PL,True,0.799,I  90,ST  9 WORCESTER RD,NBI,DOT,42,17,48.5232,71,28,43.176,12,6,55000,2014,9.4,47,101.5,31,6,True,0,0,0,False,Framingham,MAPC
1333,F07051,4PM,True,0.9315,ST  9 WORCESTER RD,I  90 RAMP,NBI,DOT,42,17,48.6023,71,28,34.5108,12,2,2000,2014,6.1,0,51.5,16.8,5,True,0,0,0,False,Framingham,MAPC
1334,F07049,4PN,True,0.3903,I  90,I  90 RAMPS INT 12,NBI,DOT,42,17,38.6484,71,28,58.0476,12,3,10600,2014,15,0,61.3,16.8,6,True,0,0,0,False,Framingham,MAPC
1335,F07062,4PP,True,0.765,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,DOT,42,18,39.4019,71,23,9.9744,12,5,45000,2012,28,0,24.6,29.7,6,True,0,0,0,False,Framingham,MAPC
1336,N03036,4PQ,True,0.6595,I  90,ST 30 COMM RD,NBI,DOT,42,18,40.5684,71,22,27.462,14,2,15000,2014,13.4,39,87.8,18,6,True,0,0,0,False,Natick,MAPC
1337,N03038,4PR,True,0.9404,HWY   INDIAN ROCK ROAD,I  90 EB,NBI,DOT,42,19,42.5891,71,19,45.8111,11,3,62500,2013,16.9,31,9.9,18.4,6,True,0,0,0,False,Natick,MAPC
1338,N03038,4PT,True,0.99,HWY   INDIAN ROCK ROAD,I  90 WB,NBI,DOT,42,19,43.3272,71,19,45.7931,11,3,60000,2013,16.9,31,9.9,18.4,6,True,0,0,0,False,Natick,MAPC
1339,N03037,4PU,True,0.5851,ST 27 N MAIN ST,I  90 EB,NBI,DOT,42,18,51.6852,71,21,38.2139,11,3,67000,2013,18.9,7,44.5,19.8,7,True,0,0,0,False,Natick,MAPC
1340,N03037,4PV,True,0.6224,ST 27 N MAIN ST,I  90 WB,NBI,DOT,42,18,52.0668,71,21,38.9195,11,3,67000,2013,18.9,7,44.5,19.8,7,True,0,0,0,False,Natick,MAPC
1341,W11012,4PW,True,0.9476,I  90,HWY   OAK ST,NBI,DOT,42,19,12.036,71,20,32.9238,16,2,10000,2014,9.1,21,69.2,12.6,7,False,20,25,33,False,Wayland,MAPC
1342,W29048,4PX,True,0.8265,ST 30 SOUTH AV& I95 RMPS,I  90 RAMP D,NBI,DOT,42,20,37.7592,71,15,49.5503,11,3,30518,2014,12.2,0,140.8,13.6,7,True,0,0,0,False,Weston,MAPC
1343,W29049,4PY,True,0.7968,HWY   NORUMBEGA RD,US 90 RAMP D,NBI,DOT,42,20,46.0572,71,15,46.5659,11,2,27875,2012,8.5,29,20.1,11,5,True,0,0,0,False,Weston,MAPC
1344,W29039,4Q0,True,0.5712,I  90,I  90 MAINT RAMP,NBI,DOT,42,20,1.8,71,19,1.9,11,2,1600,2014,7.3,0,62.8,9.1,5,False,0,0,0,False,Weston,MAPC
1345,W29040,4Q1,True,0.7423,I  90,HWY   WINTER ST,NBI,DOT,42,20,5.3916,71,18,51.5376,17,2,1400,2014,6.1,23,69.5,10.8,6,False,0,0,0,False,Weston,MAPC
1346,W29041,4Q2,True,0.6159,OTHER AQDCT AT WLLSLY ST,I  90,NBI,DOT,42,20,7.3499,71,18,24.4799,11,6,105000,2014,15.2,67,7.7,19.2,N,True,0,0,0,False,Weston,MAPC
1347,W29042,4Q3,True,0.9198,HWY   WELLESLEY ST,I  90 EB,NBI,DOT,42,20,7.3607,71,18,24.444,11,3,99459,2013,15.2,9,19.8,18.4,7,True,0,0,0,False,Weston,MAPC
1348,W29042,4Q4,True,0.9323,HWY   WELLESLEY ST,I  90 WB,NBI,DOT,42,20,7.3032,71,18,24.4223,11,3,99459,2013,15.2,9,19.8,18.4,6,True,0,0,0,False,Weston,MAPC
1349,W29043,4Q5,True,0.872,I  90,HWY   OAK ST,NBI,DOT,42,20,14.4276,71,17,23.4348,17,2,5000,2014,9.1,7,62.8,12.6,6,False,0,0,0,False,Weston,MAPC
1350,W29044,4Q6,True,0.67,WATER AQDCT AT SHAYLR LN,I  90,NBI,DOT,42,20,18.3659,71,17,2.6555,11,6,99600,2014,30.5,39,12.8,32.3,N,True,0,0,0,False,Weston,MAPC
1351,W29045,4Q7,True,0.9614,HWY   RIDGEWAY RD,I  90 EB,NBI,DOT,42,20,19.6223,71,16,37.4915,11,4,100000,2013,17.5,29,17.5,18.6,7,True,0,0,0,False,Weston,MAPC
1352,W29045,4Q8,True,0.9393,HWY   RIDGEWAY RD,I  90 WB,NBI,DOT,42,20,20.1516,71,16,37.3188,11,4,100000,2013,17.5,29,17.5,18.6,7,True,0,0,0,False,Weston,MAPC
1353,W29053,4Q9,True,0.549,I  90,I  90 RAMP J,NBI,DOT,42,20,20.2,71,16,21.5,11,2,28965,2013,8.5,38,73.5,11,7,True,0,0,0,False,Weston,MAPC
1354,W29046,4QA,True,0.8423,OTHER MDC AQUEDUCT,I  90 RAMPS J & L,NBI,DOT,42,20,23.2908,71,16,19.4159,11,4,62600,2013,8.5,36,15.8,34.7,4,True,0,0,0,True,Weston,MAPC
1355,W29047,4QB,True,0.7699,I  90 RAMPS J & L,HWY   PARK RD,NBI,DOT,42,20,26.1096,71,16,13.2959,17,2,15000,2013,12.2,24,80.2,15.4,6,False,0,0,0,False,Weston,MAPC
1356,W29054,4QC,True,0.5396,I  90,HWY   PARK RD,NBI,DOT,42,20,19.9644,71,16,6.2,17,2,9600,2015,12.2,46,78,15.4,7,False,0,0,0,False,Weston,MAPC
1357,W29055,4QD,True,0.6895,I  90 & RAMP K,I  90 RAMP G,NBI,DOT,42,20,19.5,71,16,2,11,2,28578,2013,6.7,0,69.8,9.1,5,True,0,0,0,False,Weston,MAPC
1358,W29057,4QE,True,0.4601,OTHER MDC AQUEDUCT,I  90 RAMP G,NBI,DOT,42,20,29.4432,71,15,56.5704,11,2,25593,2013,6.1,45,37.2,8.5,5,True,0,0,0,True,Weston,MAPC
1359,W29056,4QF,True,1,OTHER MDC AQUEDUCT,I  90 RAMP H2,NBI,DOT,42,20,25.5228,71,15,58.212,11,2,24240,2014,7.3,52,14.3,7.3,7,True,0,0,0,False,Weston,MAPC
1360,W29058,4QG,True,0.4829,I  90 RAMPS A & B,I  90 RAMP G,NBI,DOT,42,20,27.9599,71,15,57.6899,11,2,25500,2013,6.1,38,61.6,8.5,5,True,0,0,0,False,Weston,MAPC
1361,W29061,4QH,True,0.6929,OTHER MDC AQUEDUCT,I  95 NB RAMP,NBI,DOT,42,20,24.7055,71,15,35.3483,17,2,30400,2013,9.1,0,8.5,11.6,N,True,0,0,0,False,Weston,MAPC
1362,N12064,4QJ,True,0.6779,COMB  I 95 & CHARLES RIV,I  90 RAMPS,NBI,DOT,42,20,25.4471,71,15,43.5168,11,4,49803,2007,8.5,22,180.4,10.4,5,True,0,0,0,False,Newton,MAPC
1363,N12066,4QK,True,0.6784,COMB  I 95 & CHARLES RIV,I  90,NBI,DOT,42,20,27.2472,71,15,40.536,11,6,122923,2012,12.2,22,316.1,14,5,True,0,0,0,False,Newton,MAPC
1364,N12065,4QL,True,0.5484,WATER CHARLES RIVER,I  90 RAMPS A & B,NBI,DOT,42,20,27.9024,71,15,35.172,11,4,49803,2007,26.5,72,91.6,21.9,4,True,0,0,0,True,Newton,MAPC
1365,N12073,4QM,True,0.932,HWY   CHARLES ST,I  90,NBI,DOT,42,20,33.1547,71,15,25.0919,11,6,104400,2014,24.4,19,12.5,28,N,True,0,0,0,False,Newton,MAPC
1366,N12067,4QN,True,0.5712,RR    CSX/MBTA,I  90,NBI,DOT,42,20,35.6964,71,15,16.7112,11,6,125700,2013,24.4,66,35.4,27.7,5,True,0,0,0,False,Newton,MAPC
1367,N12031,4QP,True,0.6909,COMB  I 90 & CSX/MBTA,HWY   WOODLAND RD,NBI,DOT,42,20,41.6904,71,15,7.3656,19,2,3900,2013,8.5,5,77.7,12.9,7,False,0,0,0,False,Newton,MAPC
1368,N12030,4QQ,True,0.7433,COMB  I 90 & CSX/MBTA,HWY   AUBURN ST,NBI,DOT,42,20,46.3163,71,14,48.3612,16,2,16000,2013,12.2,17,56.5,18.9,5,False,0,0,0,False,Newton,MAPC
1369,N12029,4QR,True,0.5668,COMB  I 90 & CSX/MBTA,ST 30 COMM AVE,NBI,DOT,42,20,48.1091,71,14,31.8587,14,2,21300,2014,11,35,57,16.2,7,True,0,0,0,False,Newton,MAPC
1370,N12029,4QT,True,0.516,COMB  I 90 & CSX/MBTA,ST 30 WB SERVCE RD,NBI,DOT,42,20,48.2423,71,14,30.7104,19,2,500,2014,11,35,57,15.3,5,False,0,0,0,False,Newton,MAPC
1371,N12068,4QU,True,0.7796,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,DOT,42,20,50.8416,71,14,6.8424,12,2,8640,2015,10.7,47,17.1,12.8,7,False,0,0,0,False,Newton,MAPC
1372,N12074,4QV,True,0.9956,HWY   ACCESS RD,I  90 WB RAMP OFF,NBI,DOT,42,20,53.46,71,14,6.03,12,2,13500,2014,10.7,25,12.6,13.2,7,False,0,0,0,False,Newton,MAPC
1373,N12027,4QW,True,0.511,COMB  I 90 & CSX/MBTA,ST 16 WB/WSHGTN ST,NBI,DOT,42,20,51.5292,71,13,55.4,12,5,25300,2013,21.9,0,51.8,28.6,4,True,0,0,0,True,Newton,MAPC
1374,N12015,4QX,True,0.3357,COMB  I 90 & CSX/MBTA,ST 16 EB/PUTNAM ST,NBI,DOT,42,20,52.1951,71,13,44.112,19,3,12200,2014,14.6,0,64,20.2,7,True,0,0,0,False,Newton,MAPC
1375,N12026,4QY,True,0.7277,COMB  I 90 & CSX/MBTA,HWY   HIGHLAND ST,NBI,DOT,42,20,52.8827,71,13,37.1388,19,2,5900,2014,9.1,16,52.1,13.5,6,False,0,0,0,False,Newton,MAPC
1376,N12025,4R0,True,0.9489,COMB  I 90 & CSX/MBTA,HWY   CHESTNUT ST,NBI,DOT,42,20,53.7755,71,13,30.612,16,2,3900,2014,10.4,0,47.5,15.9,6,False,0,0,0,False,Newton,MAPC
1377,N12022,4R1,True,0.7366,COMB  I 90 & CSX/MBTA,HWY   LOWELL AVE,NBI,DOT,42,21,2.4443,71,12,38.8188,17,2,15400,2014,10.4,63,61,15.9,6,False,0,0,0,False,Newton,MAPC
1378,N12021,4R2,True,0.7516,COMB  I 90 & CSX/MBTA,HWY   WALNUT ST,NBI,DOT,42,21,4.4856,71,12,25.83,16,4,27400,2014,11,89,44.8,15.2,6,False,0,0,0,False,Newton,MAPC
1379,N12020,4R3,True,0.7639,COMB  I 90 & CSX/MBTA,HWY   HARVARD ST,NBI,DOT,42,21,8.7444,71,12,7.5887,19,2,4100,2013,8.5,7,55.1,12.9,7,False,0,0,0,False,Newton,MAPC
1380,N12019,4R4,True,0.7214,COMB  I 90 & CSX/MBTA,HWY   LEWIS TER,NBI,DOT,42,21,13.9608,71,11,48.6455,17,2,6700,2014,8.5,0,58.8,12.9,7,False,0,0,0,False,Newton,MAPC
1381,N12017,4R5,True,0.7258,COMB  I 90 & CSX/MBTA,HWY   CHURCH ST,NBI,DOT,42,21,19.836,71,11,24.6588,16,4,10600,2013,17.1,14,55.5,22.6,7,False,0,0,0,False,Newton,MAPC
1382,N12016,4R6,True,0.7929,COMB  I 90 & CSX/MBTA,HWY   CENTRE ST.,NBI,DOT,42,21,21.1572,71,11,17,14,4,32000,2013,17.7,0,51.2,24.4,6,True,0,0,0,False,Newton,MAPC
1383,N12069,4R7,True,0.7354,RR    CSX/MBTA,I  90 WB RAMP ON,NBI,DOT,42,21,24.192,71,11,7.2996,12,1,23700,2013,7.3,41,21.9,9.4,7,False,0,0,0,True,Newton,MAPC
1384,N12014,4R8,True,0.603,COMB  I 90 & CSX/MBTA,HWY   WASHNGTON ST,NBI,DOT,42,21,24.5664,71,11,1.2911,14,3,39000,2013,9.1,15,67.1,25.1,6,True,0,0,0,False,Newton,MAPC
1385,N12070,4R9,True,0.7831,RR    CSX/MBTA,I  90 WB RAMP OFF,NBI,DOT,42,21,25.9488,71,10,59.1096,12,2,18750,2014,9.1,0,31.1,11.3,7,False,0,0,0,True,Newton,MAPC
1386,N12013,4RA,True,0.7375,COMB  I 90 & CSX/MBTA,HWY   ST JAMES ST,NBI,DOT,42,21,26.7515,71,10,52.0608,19,2,15000,2013,8.5,43,84.4,12.9,5,False,0,0,0,False,Newton,MAPC
1387,N12071,4RB,True,0.4668,RR    CSX/MBTA,I  90,NBI,DOT,42,21,27.4895,71,10,25.8923,11,4,121547,2009,15.2,74,58.8,16.5,5,True,0,0,0,True,Newton,MAPC
1388,B27018,4RC,True,0.7277,COMB  I 90 & CSX/MBTA,HWY   CARLTON ST,NBI,DOT,42,20,58.596,71,6,33.47,14,4,29200,2014,20.1,0,61.6,19.9,6,True,0,0,0,False,Brookline,MAPC
1389,B16058,4RD,True,0.6669,COMB  I90&CSX/MBTA&LNCLN,HWY   EVERETT ST,NBI,DOT,42,21,26.1324,71,8,17.3,17,2,11900,2013,8.5,0,131.7,13.1,6,False,0,0,0,False,Boston,MAPC
1390,B16056,4RE,True,0.25,COMB  I 90 & MBTA/CSX,HWY   CAMBRIDGE ST,NBI,DOT,42,21,22.8,71,7,50.63,14,6,30100,2013,22.6,0,144.5,23.5,4,True,0,0,0,True,Boston,MAPC
1391,B16046,4RF,True,0.8485,COMB  I 90 &CSX &ORNG LN,ST 28 NB/COLUMBUS,NBI,DOT,42,20,52.4688,71,4,22,14,4,111,1997,18.3,48,58.2,25.2,6,True,0,0,0,False,Boston,MAPC
1392,B16353,4RG,True,0.9641,HWY   SERVICE RD,I  90,NBI,DOT,42,21,24.192,71,7,39.8315,11,8,134400,2014,34.1,0,8.5,35.1,6,True,0,0,0,False,Boston,MAPC
1393,B16354,4RH,True,0.9836,RR    CSX LEAD TRACK,I  90,NBI,DOT,42,21,24.87,71,7,37.3,11,8,134400,2014,35.2,62,14,36.6,6,True,0,0,0,False,Boston,MAPC
1394,B16060,4RJ,True,0.501,US 20 N BEACON ST,I  90 EB,NBI,DOT,42,21,27.81,71,9,14.65,11,4,104393,2014,16.05,45,37.8,17.5,5,True,0,0,0,False,Boston,MAPC
1395,B16060,4RK,True,0.6655,US 20 N BEACON ST,I  90 WB,NBI,DOT,42,21,28.4724,71,9,15.58,11,4,104393,2014,15.2,45,37.8,17.5,4,True,0,0,0,True,Boston,MAPC
1396,B16061,4RL,True,0.5776,HWY   PARSONS ST,I  90 EB,NBI,DOT,42,21,27.4932,71,9,28.03,11,4,125000,2012,16.1,24,19.2,17.5,5,True,0,0,0,False,Boston,MAPC
1397,B16061,4RM,True,0.6465,HWY   PARSONS ST,I  90 WB,NBI,DOT,42,21,28.1736,71,9,28.5,11,4,125000,2012,16.1,24,19.2,17.5,6,True,0,0,0,False,Boston,MAPC
1398,B16078,4RN,True,0.7968,COMB  I 90 & AMTRAK/MBTA,HWY   HARRISON AVE,NBI,DOT,42,20,48.3504,71,3,47.2,16,4,8300,2013,14.6,0,63.7,20.2,7,False,0,0,0,False,Boston,MAPC
1399,B16355,4RP,True,0.8781,COMB  I90 W ONRP A & CSX,I  90 WB ON-RAMP E,NBI,DOT,42,21,31.3488,71,7,18.4511,12,1,8150,2012,7.9,0,53,10.1,5,True,0,0,0,False,Boston,MAPC
1400,B16080,4RQ,True,0.6554,"COMB  I 90 & AMTRK, ORNG",HWY   SHAWMUT AVE,NBI,DOT,42,20,50.4672,71,3,56.772,11,4,6300,2013,13.4,7,42.7,19.2,4,False,0,0,0,True,Boston,MAPC
1401,B16356,4RR,True,0.7963,COMB  I90 W ONRP A & CSX,I  90 EB ON-RAMP,NBI,DOT,42,21,32.2272,71,7,17.6231,12,2,75000,2014,9.8,12,44.8,11.9,5,True,0,0,0,False,Boston,MAPC
1402,B16369,4RT,True,0.7241,I  90 WB & RAMPS F D L,I  90 EB OFF- RAMP,NBI,DOT,42,21,28.9332,71,7,18.3539,12,2,26000,2014,8.5,54,279.2,10.7,4,True,0,0,0,True,Boston,MAPC
1403,B16366,4RU,True,0.6756,COMB  I90 E RPS BDL & CS,HWY   CAMBRIDGE ST,NBI,DOT,42,21,37.008,71,7,14.5883,14,4,30560,2014,20.7,29,103.5,26.9,5,True,0,0,0,False,Boston,MAPC
1404,B16357,4RV,True,0.8128,I  90,I  90 EB RAMP ON D,NBI,DOT,42,21,25.3872,71,7,14,12,2,19900,2014,12.2,0,365.5,14.6,5,True,0,0,0,False,Boston,MAPC
1405,B16358,4RW,True,0.5995,RR    CSX,I  90 WB RAMP OFF,NBI,DOT,42,21,22.1939,71,7,7.5036,12,3,19915,2013,12.2,0,96.1,14.6,5,True,0,0,0,False,Boston,MAPC
1406,B16359,4RX,True,0.4596,RR    CSX,I  90 EB,NBI,DOT,42,21,11.7359,71,6,58.2695,11,4,66468,2013,14.6,0,757.1,16.5,4,True,0,0,0,True,Boston,MAPC
1407,B16359,4RY,True,0.4596,RR    CSX,I  90 WB,NBI,DOT,42,21,10.2348,71,6,56.7648,11,4,66468,2012,14.6,0,757.7,16.5,4,True,0,0,0,True,Boston,MAPC
