OBJECTID,AllBridges_2009April_BDEPT,AllBridges_2009April_BIN,AllBridges_2009April_FHWA_Record,AllBridges_2009April_Health_Index,AllBridges_2009April_Item___6A,AllBridges_2009April_Item___7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,AllBridges_2009April_Item__26,AllBridges_2009April_Item__28A,AllBridges_2009April_Item__29,AllBridges_2009April_Item__30,AllBridges_2009April_Item__32,AllBridges_2009April_Item__34,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,AllBridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,AllBridges_2009April_Struct_Def,AllBridges_2009April_Town_Name,AllBridges_2009April_RPA
1112,H06010,48K,True,0.8204,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,2008,11,38,48.2,13.8,3,True,0,0,0,True,Hanover,MAPC
1113,H06010,48L,True,0.9709,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,MHD,42,9,17.1432,70,51,20.7648,12,2,82000,2008,11,40,48.2,13.8,5,True,0,0,0,False,Hanover,MAPC
1114,N24004,48U,True,0.8851,WATER NORTH RIVER,ST  3 NB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,53800,2008,11.6,0,59.7,13.5,5,True,0,0,0,False,Norwell,MAPC
1115,N24003,48V,True,0.8841,HWY   HIGH ST,ST  3 SB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,2007,11,49,52.4,13.8,5,True,0,0,0,False,Norwell,MAPC
1116,N24003,48W,True,0.8821,HWY   HIGH ST,ST  3 NB,NBI,MHD,42,9,32.0904,70,52,31.4832,12,2,53000,2008,11,49,52.4,13.8,3,True,0,0,0,True,Norwell,MAPC
1117,N24004,48X,True,0.9093,WATER NORTH RIVER,ST  3 SB,NBI,MHD,42,6,56.8368,70,46,45.1596,12,2,50000,2008,11.6,0,59.7,13.5,6,True,0,0,0,False,Norwell,MAPC
1118,P05009,48Y,True,0.8836,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,2008,11.6,39,50.9,14.2,6,True,0,0,0,False,Pembroke,MAPC/OCPC
1119,P05009,490,True,0.8626,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,NBI,MHD,42,6,28.5336,70,46,3.6264,12,3,32600,2008,11.6,39,50.9,14.3,6,True,0,0,0,False,Pembroke,MAPC/OCPC
1120,R08004,49F,True,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,2007,13.75,41,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
1121,R08004,49G,True,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,NBI,MHD,42,9,56.6568,70,53,39.1884,12,3,63000,2008,13.73,41,49.4,14.83,9,True,0,0,0,False,Rockland,MAPC
1122,H15012,49J,True,0.6514,ST  3 PILGRIM HWY,HWY   DERBY ST,NBI,MHD,42,10,43.5072,70,55,0.9516,16,2,18000,2008,13.7,25,67.4,16.4,6,False,0,0,0,False,Hingham,MAPC
1123,D14009,49Q,True,0.9097,ST  3 PILGRIM HWY,ST 14 CONGRESS ST,NBI,MHD,42,3,18.4248,70,43,33.0204,14,2,17000,2007,10.4,16,78.9,14.9,7,False,0,0,0,False,Duxbury,MAPC
1124,H15008,49X,True,0.9563,WATER WEIR RIVER,HWY   G WSHNGTN BL,NBI,MHD,42,15,31.5288,70,51,50.292,16,4,28000,2007,14.3,0,64,25.2,7,False,0,0,0,False,Hingham,MAPC
1125,N24005,4A6,True,0.9724,ST  3,HWY   RIVER ST,NBI,MHD,42,7,35.9616,70,48,5.3604,16,2,6300,2007,12.2,1,75.6,14.9,6,False,0,0,0,False,Norwell,MAPC
1126,D14007,4A7,True,0.6614,ST  3 PILGRIM HWY,HWY   ELM ST,NBI,MHD,42,1,28.1064,70,43,34.8312,17,2,5500,2007,12.2,13,62.8,15.9,7,False,0,0,0,False,Duxbury,MAPC
1127,D14008,4AT,True,0.705,ST  3 PILGRIM HWY,HWY   EAST ST,NBI,MHD,42,2,12.6456,70,43,28.7832,19,2,2400,2008,6.1,32,88.1,12.4,7,False,0,0,0,False,Duxbury,MAPC
1128,D14012,4AU,True,0.9795,ST  3 PILGRIM HWY,HWY   TEMPLE ST,NBI,MHD,42,4,49.8684,70,44,23.37,19,2,1700,2007,7.3,20,78,12.4,7,False,0,0,0,False,Duxbury,MAPC
1129,D14014,4AV,True,0.9589,ST  3 PILGRIM HWY,HWY   NORTH ST,NBI,MHD,42,5,16.0656,70,44,42.5184,19,2,1600,2008,6.1,12,76.5,12.5,6,False,0,0,0,True,Duxbury,MAPC
1130,N24010,4B0,True,0.9405,ST  3,HWY   SOUTH ST,NBI,MHD,42,8,43.0692,70,50,6.0612,17,2,8700,2007,9.8,9,77.7,12.9,6,False,0,0,0,False,Norwell,MAPC
1131,H15001,4C7,True,1,RR    MBTA (ABANDONED),HWY   NEW BRIDGE,634,MHD,42,13,50.5524,70,54,22.3308,17,2,3000,2008,7.3,22,19.2,12.2,7,False,0,0,0,False,Hingham,MAPC
1132,S09004,ACY,True,1,RR    AMTRAK/MBTA,ST 27 DEPOT ST,634,MHD,42,7,30,71,11,1,14,2,22400,2008,9.1,0,74.7,13.6,9,True,0,0,0,False,Sharon,MAPC
1133,D14006,AEE,True,1,ST  3 PILGRIM HWY,ST  3 A/TREMONT ST,NBI,MHD,42,0,48,70,43,36,14,4,30900,2008,16.2,0,44.4,18.6,7,False,0,0,0,False,Duxbury,MAPC
1134,B16658,9B0,True,0.777777778,OTHER RELIEF,I  93 RAMP X,NBI,MHS,42,20,40.14,71,3,40.55,11,1,0,2000,8.6,0,156.2,7.1,7,False,0,0,0,False,Boston,MAPC
1135,B16604,9DF,True,0.777777778,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,48.3,71,4,38.58,11,2,0,2000,11,99,274.5,12.2,7,True,0,0,0,False,Boston,MAPC
1136,B16602,9DL,True,0.851851852,OTHER RELIEF,I  93 RAMP CL,NBI,MHS,42,22,49.38,71,4,37.29,11,2,0,2000,0,99,213.5,12.2,7,True,0,0,0,False,Boston,MAPC
1137,B16605,9E8,True,0.888888889,TR    ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,55.68,71,4,37.86,11,1,0,2000,6.7,99,24.9,7.9,8,True,0,0,0,False,Boston,MAPC
1138,B16576,9EK,True,0.888888889,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,25.44,71,4,18.51,11,2,0,2000,13.4,0,30.1,15.2,8,True,0,0,0,False,Boston,MAPC
1139,B16576,9EL,True,0.851851852,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,24.39,71,4,13.74,11,2,0,2000,13.4,99,64.4,15.7,7,True,0,0,0,False,Boston,MAPC
1140,B16656,9N3,True,0.777777778,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,35.42,71,3,43.569,11,4,91800,1994,0,0,159.9,22.8,7,True,0,0,0,False,Boston,MAPC
1141,B16606,9P9,True,0.777777778,HWY   CHARLES RIVER,I  93 STRRW DR CON,NBI,MHS,42,22,6.96,71,3,52.14,11,4,0,2000,0,90,253,28.2,7,True,0,0,0,False,Boston,MAPC
1142,B16603,9PF,True,0.740740741,I  93 RAMPS,I  93 RAMP SA-CN,NBI,MHS,42,22,12.54,71,3,47.58,11,2,0,0,9.7,0,128.7,10.9,6,True,0,0,0,False,Boston,MAPC
1143,B16600,9PM,True,0.777777778,WATER CHARLES RIVER,I  93,NBI,MHS,42,22,0.98,71,3,4.38,11,10,206260,2000,34.1,0,444.2,55.9,7,True,0,0,0,False,Boston,MAPC
1144,S07005,9PU,True,1,RR    MBTA (ABANDONED),HWY   STOCKBDGE RD,634,MHD,42,10,46.67,70,44,50.79,16,2,8000,2008,8,1,41.5,10.54,9,False,0,0,0,False,Scituate,MAPC
1145,W32006,9PV,True,1,RR    MBTA,HWY   IDLEWELL ST,634,MHD,42,13,41.12,70,57,21.57,19,2,900,2008,7.9,10,28,10.5,8,False,0,0,0,False,Weymouth,MAPC
1146,B16656,9Q6,True,0,COMB  I90 & AMTRAK,I  93 SB,NBI,MHS,42,20,43.738,71,3,39.952,11,5,91800,1994,0,0,193.2,17.5,7,True,0,0,0,False,Boston,MAPC
1147,B16656,9Q7,True,0,HWY   BROADWAY,I  93 SB,NBI,MHS,42,20,40.31,71,3,41.332,11,4,91800,1994,0,0,110.1,23.5,7,True,0,0,0,False,Boston,MAPC
1148,B16658,9QW,True,0.777777778,I  90 & RAMP CC,I  93 RAMP X,NBI,MHS,42,20,53.76,71,3,35.1,11,2,0,2000,10.1,0,37.5,9.8,7,False,0,0,0,False,Boston,MAPC
1149,B16509,9RP,True,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,49.8,71,3,37.9,11,4,11988,0,18.1,0,61.8,19.3,7,True,0,0,0,False,Boston,MAPC
1150,B16508,9RQ,True,0.814814815,OTHER RELIEF,I  93 RAMP AS,NBI,MHS,42,20,39.7,71,3,42.4,11,1,0,2000,6.7,0,33.9,7.9,7,False,0,0,0,False,Boston,MAPC
1151,B16506,9RR,True,0,OTHER RELIEF,I  93 RAMP KK,NBI,MHS,42,20,51.97,71,3,34.9,17,1,9037,2000,9,0,23.3,9.8,7,False,0,0,0,False,Boston,MAPC
1152,B16604,9TH,True,0.777777778,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,55.5,71,4,37.74,11,2,0,2000,11,99,27.6,12.2,7,True,0,0,0,False,Boston,MAPC
1153,B16605,9TT,True,0,COMB  MBTA & ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,49.44,71,4,38.86,11,1,0,2000,6.7,99,263,7.9,7,True,0,0,0,False,Boston,MAPC
1154,B16605,9TX,True,0.851851852,RR    MBTA,I  93 RAMPS SN NS,NBI,MHS,42,22,44.34,71,4,35.76,11,3,0,2000,6.7,1,132.3,17.3,8,True,0,0,0,False,Boston,MAPC
1155,B16605,9TY,True,0.814814815,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,MHS,42,22,38.82,71,4,30.18,11,2,174630,2000,0,99,127.7,15.2,7,True,0,0,0,False,Boston,MAPC
1156,S20016,4D0,True,0.9998,WATER SUDBURY RESERVOIR,ST 30 BOSTON RD,NBI,MDC,42,18,13.8816,71,30,52.1568,16,2,7200,1997,9.1,0,7.3,22.1,N,False,0,0,0,False,Southborough,MAPC
1157,A10014,4D1,True,0.5027,WATER ALEWIFE BROOK,HWY   MYST VAL PKY,NBI,MDC,42,24,51.7716,71,7,58.5156,16,2,17600,2005,11,0,12.2,17,N,False,10,0,0,True,Arlington,MAPC
1158,A10009,4D2,True,0.8016,WATER MYSTIC RIVER,ST 60 MEDFORD ST,NBI,MDC,42,25,14.5452,71,8,36.1932,14,4,28000,2005,10.7,0,15.2,24.5,N,False,86,99,99,False,Arlington,MAPC
1159,A10008,4D3,True,0.6537,WATER MYSTIC RIVER,HWY   RIVER ST,NBI,MDC,42,24,55.3464,71,8,19.896,17,2,3000,1997,11.3,0,18.3,18.3,N,False,99,99,99,False,Arlington,MAPC
1160,W29023,4D4,True,0.6924,WATER WESTON RESERVOIR,HWY   ASH ST,NBI,MDC,42,21,4.1832,71,17,55.6548,17,2,3000,2005,8.6,0,7.6,10.7,N,False,23,43,70,False,Weston,MAPC
1161,W40014,4D5,True,0.9969,WATER ABERJONA RIVER,HWY   MYST VAL PKY,NBI,MDC,42,26,33.7812,71,8,35.0628,16,2,7400,2007,11,0,17.7,14,8,False,0,0,0,False,Winchester,MAPC
1162,N12060,4D6,True,0.7626,TR    GREEN LINE D,HWY   HAMMOND PD,NBI,MDC,42,19,43.1868,71,10,42.42,14,4,17100,2005,13.7,51,22.6,20.4,5,False,15,18,29,False,Newton,MAPC
1163,L18015,4D7,True,0.6006,WATER SAUGUS RIVER,ST  1 A/LYNNWAY,NBI,MDC,42,26,36.9168,70,58,1.1172,14,4,77000,2006,18.3,0,387.7,21.9,5,False,0,0,0,False,Lynn,MAPC
1164,D10007,4D8,True,0.8355,WATER CHARLES RIVER,HWY   CHENEY BRG,NBI,MDC,42,16,30,71,17,18,19,1,1600,2007,5.5,40,19.5072,6.1214,7,False,12,12,12,False,Dover,MAPC
1165,D10008,4D9,True,0.7699,WATER CHARLES RIVER INLT,HWY   ELM BANK RD,NBI,MDC,42,16,36,71,17,12,17,1,400,2006,4.3,0,13.7,4.3,N,False,17,25,36,False,Dover,MAPC
1166,Q01002,4DA,True,-1,WATER BLACK CREEK,HWY   QNCY SHOR DR,NBI,MDC,42,15,56.4084,70,59,51.234,16,4,41000,2005,16.5,10,12.2,24.7,N,False,18,34,52,False,Quincy,MAPC
1167,C09020,9XA,True,0.9663,WATER MILL CREEK,ST107 BROADWAY,NBI,MDC,42,24,11.5992,71,1,7.3884,14,4,29100,2004,14.6,0,16.8,20.5,7,False,0,0,0,False,Chelsea,MAPC
1168,C09008,AAT,True,0.5205,WATER MILL CREEK,HWY   ACCESS RD,NBI,MDC,42,24,12,71,1,24,19,2,23376,1996,9.8,0,9.8,12.3,N,True,0,0,0,False,Chelsea,MAPC
1169,R05001,4DB,True,0.5512,RR    MBTA/BMRR,ST145 REV BCH PKWY,NBI,MDC,42,24,17.9856,71,0,17.298,16,6,44000,2005,11,19,31.7,29.6,5,True,3,3,3,True,Revere,MAPC
1170,R05016,4DC,True,0.5639,COMB  BLUE LN & STATE RD,ST145 REV BCH PKWY,NBI,MDC,42,24,0.1764,70,59,31.02,16,6,19900,1997,23.2,41,34.4,26.1,4,True,14,17,24,True,Revere,MAPC
1171,R05015,4DD,True,0.8438,ST107 BROADWAY,ST 16 REV BCH PKWY,NBI,MDC,42,24,14.508,71,1,4.3104,14,6,46000,2006,11,0,24.1,26.4,5,True,0,0,0,False,Revere,MAPC
1172,C01026,4DF,True,0.5629,HWY   BROOKLINE ST,US  3 MEMORIAL DR,NBI,MDC,42,21,14.4288,71,6,39.9204,14,4,100000,1997,14.3,0,182.9,16.5,4,True,15,15,20,True,Cambridge,MAPC
1173,C01021,4DG,True,0.9937,HWY   ACCESS RD,US  3 /ST2&16/ALWF,NBI,MDC,42,23,47.5224,71,8,28.5216,14,4,69500,2007,14.6,4,10.4,24.4,N,True,20,25,36,False,Cambridge,MAPC
1174,C01020,4DH,True,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,NBI,MDC,42,23,31.6968,71,8,29.0184,14,4,68000,2006,25.3,0,105.5,25.3,7,True,0,0,0,False,Cambridge,MAPC
1175,C01011,4DJ,True,0.7216,RR    CSX,US  3 MEMORIAL DR,NBI,MDC,42,21,12.924,71,6,33.5232,14,6,49500,2005,27.7,0,14,31.4,7,True,0,0,0,False,Cambridge,MAPC
1176,C01045,4DK,True,0.5818,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.3588,71,4,48.9036,14,2,49500,1997,10.7,58,20.7,13.6,6,True,15,20,31,False,Cambridge,MAPC
1177,C01040,4DL,True,0.7879,WATER BROAD CANAL,HWY   LAND BLVD,NBI,MDC,42,21,43.1244,71,4,44.3928,14,2,25600,1997,9.8,0,53.3,12.8,8,True,15,21,28,False,Cambridge,MAPC
1178,C01008,4DM,True,0.696800908,WATER BROAD CANAL,HWY   FIRST ST,NBI,MDC,42,21,43.1784,71,4,45.75,14,2,19000,2006,10.1,0,36.6,16.9,6,True,0,0,0,False,Cambridge,MAPC
1179,C01039,4DN,True,0.9334,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,NBI,MDC,42,21,39.5604,71,4,46.056,14,2,25600,1997,11,0,156.1,12.8,6,True,21,27,38,False,Cambridge,MAPC
1180,C01038,4DP,True,0.9226,WATER CHARLES RIVER,HWY   MEMORL DR EB,NBI,MDC,42,21,39.744,71,4,47.2152,14,2,22000,2006,11,0,267.6,12.8,5,True,21,25,36,False,Cambridge,MAPC
1181,C01023,4DQ,True,0.9303,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,NBI,MDC,42,21,25.4808,71,5,35.4264,14,4,13600,1997,25,4,15.8,33.2,9,True,18,23,36,False,Cambridge,MAPC
1182,C01031,4DR,True,0.9169,TR    RED LINE,US  3 /ST2&16/ALWF,NBI,MDC,42,23,48.102,71,8,29.076,14,4,69500,2007,14.6,0,22.6,19.2,5,True,0,0,0,False,Cambridge,MAPC
1183,M12003,4DT,True,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.5228,71,6,46.9908,14,4,53000,2006,14.6,0,19.5,19.2,N,True,0,0,0,False,Medford,MAPC
1184,M12005,4DU,True,0.6701,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,NBI,MDC,42,25,4.8612,71,7,39.3564,14,3,39000,2005,12.2,0,18.3,22.3,N,True,32,48,72,False,Medford,MAPC
1185,M12008,4DV,True,0.5112,RR    BMRR,ST 28 FELLSWAY,NBI,MDC,42,24,49.9104,71,5,5.6724,14,4,32000,2005,24.4,0,10.7,28.9,6,False,20,25,36,False,Medford,MAPC
1186,M12017,4DW,True,0.5083,COMB  CORP WAY&MBTA&ORNG,ST 16 REV BCH PKWY,NBI,MDC,42,24,15.714,71,4,38.5068,14,6,106000,2005,24.7,0,53.3,28.8,5,True,23,31,38,False,Medford,MAPC
1187,M12001,4DX,True,0.8592,WATER MYSTIC RIVER,ST 28 FELLSWAY,NBI,MDC,42,23,58.5204,71,5,2.3244,14,6,94000,2005,24.7,0,219.5,29.3,7,True,0,0,0,False,Medford,MAPC
1188,M12019,4DY,True,0.9705,COMB  MYSTIC R & PED/BKY,ST 16 MYST VAL PKY,NBI,MDC,42,24,22.5108,71,5,51.3312,14,4,40000,1997,11.3,38,93.6,33.1,6,True,0,0,0,False,Medford,MAPC
1189,M12002,4E0,True,0.6512,WATER MYSTIC RIVER,ST 38 MAIN ST,NBI,MDC,42,25,3.234,71,6,37.6812,16,2,42000,2005,14.9,0,30.5,21.8,5,False,0,0,0,True,Medford,MAPC
1190,S17032,4E1,True,0.8463,ST 28 NB/FELLSWAY,ST 38 MYSTIC AVE,NBI,MDC,42,23,38.5296,71,5,13.0704,16,5,71000,2006,8.5,0,11.6,9.8,6,False,0,0,0,False,Somerville,MAPC
1191,S17022,4E2,True,0.8672,RR    MBTA/BMRR,ST 28 MCGRATH HWY,NBI,MDC,42,23,3.7896,71,5,30.9372,14,6,62000,2006,25.6,46,53,32.9,7,True,20,24,36,False,Somerville,MAPC
1192,S17024,4E3,True,0.7713,COMB  POPLAR ST & MBTA,ST 28 MCGRATH HWY,NBI,MDC,42,22,31.5876,71,5,9.5928,12,6,50000,2005,11,8,121.9,26.8,6,True,0,0,0,False,Somerville,MAPC
1193,S17025,4E4,True,0.538,HWY   GILMAN ST,ST 28 MCGRATH HWY,NBI,MDC,42,23,6.5004,71,5,29.9868,14,6,50000,1997,25.9,20,16.5,33.5,6,True,0,0,0,True,Somerville,MAPC
1194,S17039,4E5,True,0.5646,HWY   WASHINGTON ST,ST 28 NB/MCGRATH,NBI,MDC,42,22,49.0116,71,5,23.586,12,2,4000,2006,8.5,0,198.1,10.4,5,True,0,0,0,False,Somerville,MAPC
1195,S17039,4E6,True,0.6344,HWY   WASHINGTON ST,ST 28 SB/MCGRATH,NBI,MDC,42,22,48.3816,71,5,25.3392,12,2,16000,2006,8.5,0,318.5,10.4,6,True,0,0,0,False,Somerville,MAPC
1196,E12005,4E7,True,0.9401,RR    MBTA/BMRR,ST 16 REV BCH PKWY,NBI,MDC,42,24,6.1776,71,3,51.444,14,6,40000,1997,22.6,0,70.7,25.2,7,True,0,0,0,False,Everett,MAPC
1197,E12002,4E8,True,0.9841,RR    MBTA/BMRR,ST 16 RAMP,NBI,MDC,42,24,12,71,3,48,19,2,26120,2007,12.2,17,53.3,15.8,7,True,0,0,0,False,Everett,MAPC
1198,E12004,4E9,True,0.6997,WATER MALDEN RIVER,ST 16 REV BCH PKWY,NBI,MDC,42,24,13.5684,71,4,22.116,14,6,70000,1997,22.6,0,94.5,27.1,5,True,0,0,0,True,Everett,MAPC
1199,E12008,4EA,True,0.6314,ST 16 REV BCH PKWY,ST 99 SB/BROADWAY,NBI,MDC,42,24,7.3764,71,3,41.1372,14,3,52900,2007,16.5,9,32.9,20.3,7,True,28,52,82,False,Everett,MAPC
1200,E12009,4EB,True,0.572,ST 16 REV BCH PKWY,ST 99 NB/BROADWAY,NBI,MDC,42,24,9.594,71,3,36.8064,14,3,13600,1997,16.2,10,36.6,19.8,7,True,0,0,0,False,Everett,MAPC
1201,M01007,4EC,True,0.9616,WATER MALDEN RIVER,HWY   MEDFORD ST,NBI,MDC,42,25,4.1988,71,4,25.4244,16,4,7700,1997,14,4,39.6,19.1,7,False,0,0,0,False,Malden,MAPC
1202,B16458,4ED,True,0.7128,HWY   EMBANKMENT RD WB,ST 28 LEVERETT CIR,NBI,MDC,42,21,59.0436,71,4,8.526,12,4,41200,1997,9.8,0,10.7,11.9,7,True,24,32,48,True,Boston,MAPC
1203,B16457,4EE,True,0.6579,HWY   STORROW DR EB,HWY   STORRW DR WB,NBI,MDC,42,21,12,71,4,36,12,2,57770,1996,7.3,0,10.7,11.6,5,True,7,12,19,True,Boston,MAPC
1204,B16015,4EF,True,0.7151,WATER CHARLES RIVER,HWY   ARSENAL ST,NBI,MDC,42,21,41.5908,71,8,51.216,16,4,40000,2005,15.8,40,61.9,19.5,N,False,0,0,0,False,Boston,MAPC
1205,B16007,4EG,True,0.6814,COMB  SOL FLD RD & RIV,ST  2 BROOKLINE ST,NBI,MDC,42,21,8.6328,71,6,40.122,14,4,41000,2005,12.2,0,220.7,19.2,4,True,0,0,0,True,Boston,MAPC
1206,B16377,4EH,True,0.608,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,NBI,MDC,42,21,39.204,71,7,6.0276,14,5,43000,2006,19.8,17,20.1,24.4,6,True,20,25,36,False,Boston,MAPC
1207,B16187,4EJ,True,0.7197,WATER MOTHER BROOK,HWY   RIVER ST,NBI,MDC,42,14,43.4652,71,8,12.462,16,2,19000,2006,10.4,0,22.9,16.5,3,False,0,0,0,True,Boston,MAPC
1208,B16462,4EK,True,0.6094,HWY   EMBNKT RD EB ONRMP,HWY   ARLNGTN OFRP,NBI,MDC,42,21,19.9692,71,4,32.3976,12,2,24000,2005,7.6,99,9.4,9.1,6,True,13,17,25,False,Boston,MAPC
1209,B16365,4EL,True,0.4963,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,NBI,MDC,42,20,56.76,71,5,34.2528,12,4,27000,1997,18.3,0,235.3,18.3,5,True,22,27,36,True,Boston,MAPC
1210,B16013,4EM,True,0.3412,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,22,3.9828,71,4,16.4388,14,5,58000,2005,19.8,0,25,25.6,5,True,20,26,40,True,Boston,MAPC
1211,B16181,4EN,True,0.5547,RR    MBTA,HWY   W ROXBRY PKY,NBI,MDC,42,17,9.924,71,8,54.0132,14,4,21500,2006,12.2,8,11.3,18.9,5,False,0,0,0,True,Boston,MAPC
1212,B16010,4EP,True,0.4928,WATER CHARLES RIVER,HWY   WESTERN AVE,NBI,MDC,42,21,51.0516,71,7,3.2628,14,3,33000,2005,12.2,0,85.3,18.3,N,False,0,0,0,False,Boston,MAPC
1213,B16375,4EQ,True,0.6872,HWY   SOLDIERS FIELD RD,HWY   WESTERN AVE,NBI,MDC,42,21,40.8744,71,8,47.4036,16,5,22000,2004,18.3,6,19.8,24.1,5,False,20,25,36,False,Boston,MAPC
1214,B16130,4ER,True,0.7902,COMB  OLD COLNY&MBTA&RED,HWY   COLUMBIA RD,NBI,MDC,42,19,17.0724,71,3,9.0576,14,4,73500,2006,15.8,6,68.3,21.9,7,False,0,0,0,False,Boston,MAPC
1215,B16013,4ET,True,0.3728,WATER CHARLES RIVER,ST 28 CHAS R DM RD,NBI,MDC,42,21,41.3316,71,4,33.708,14,6,49500,1997,20.1,0,35.4,26.2,6,True,0,0,0,True,Boston,MAPC
1216,B16033,4EU,True,0.8615,WATER DORCHESTER BAY,HWY   MORRSSEY BLV,NBI,MDC,42,18,13.9896,71,2,53.4768,14,6,19900,1997,23.8,0,140.2,27.4,7,True,0,0,0,False,Boston,MAPC
1217,B16246,4EV,True,0.8615,WATER CHARLES RIVER,HWY   ELIOT BRIDGE,NBI,MDC,42,22,17.6844,71,8,0.0492,14,4,70100,2007,19.5,0,91.4,25.6,6,True,0,0,0,False,Boston,MAPC
1218,B16224,4EW,True,0.7837,WATER NEPONSET RIVER,HWY   TRUMAN HWY,NBI,MDC,42,14,16.008,71,7,33.5316,16,4,17000,2006,21.9,36,24.4,26.5,N,False,0,0,0,False,Boston,MAPC
1219,B16367,4EX,True,0.6811,COMB  WASH ST&AMTK&ORNG,ST203 MONSGR CASEY,NBI,MDC,42,18,4.9932,71,6,49.86,14,4,32600,1997,20.7,0,509,24.4,5,True,16,21,25,True,Boston,MAPC
1220,B16012,4EY,True,0.9699,COMB  STRW DR & CHAS RIV,ST  2 A/MASS AVE,NBI,MDC,42,21,14.6052,71,5,29.832,14,4,49000,2005,15.8,0,659.9,22.6,7,True,0,0,0,False,Boston,MAPC
1221,B16009,4F0,True,0.5126,COMB  ST3 & CHARLES RIV,ST  3 CAMBRIDGE ST,NBI,MDC,42,21,40.4892,71,4,21.7488,14,6,49500,1997,17.1,0,650.7,32.5,4,True,0,0,0,True,Boston,MAPC
1222,B16400,4F1,True,0.5922,HWY   SOLDIERS FIELD RD,HWY   WESTERN AVE,NBI,MDC,42,21,50.7204,71,7,7.2588,14,4,50200,2006,20.7,20,20.1,24.6,6,False,0,0,0,False,Boston,MAPC
1223,B16011,4F2,True,0.5179,WATER CHARLES RIVER,HWY   N HARVARD ST,NBI,MDC,42,22,7.8888,71,7,25.5864,14,4,29000,2005,12.2,0,70.7,19.3,N,True,0,0,0,True,Boston,MAPC
1224,B16006,4F3,True,0.3979,WATER CHARLES RIVER,HWY   CAMBRIDGE ST,NBI,MDC,42,21,40.0536,71,7,2.4888,14,4,32100,2005,12.2,21,64,18.7,N,False,0,0,0,False,Boston,MAPC
1225,B16021,4F4,True,0.7453,WATER NEPONSET RIVER,ST 28 BLUE HILL AV,NBI,MDC,42,16,0.876,71,5,39.3108,14,7,55000,2006,26.8,0,33.5,36,N,True,0,0,0,False,Boston,MAPC
1226,B16196,4F5,True,0.851,HWY   MT VERNON ST,HWY   MORRSSEY BLV,NBI,MDC,42,19,13.9548,71,3,3.96,14,4,44300,2004,15.2,47,33.5,16.6,3,True,20,25,36,True,Boston,MAPC
1227,B16179,4F6,True,0.8045,COMB  I 93 RMP&MBTA&ORNG,HWY   AUSTIN ST,NBI,MDC,42,22,21.1908,71,4,14.5632,14,4,39200,2005,19.8,99,556.3,18.3,7,False,0,0,0,False,Boston,MAPC
1228,B16390,4F7,True,0.8472,COMB  NEPONSET AVE&RIVER,ST  3 A/MORRSY BLV,NBI,MDC,42,17,2.1372,71,2,23.2116,14,6,70700,1997,24.4,0,310.3,29.9,5,True,20,25,36,True,Boston,MAPC
1229,B16014,4F8,True,0.5396,WATER CHARLES RIVER,US 20 N BEACON ST,NBI,MDC,42,21,31.7448,71,9,43.002,14,4,19900,1997,16.8,20,62.5,24.1,N,False,0,0,0,False,Boston,MAPC
